Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,128,128.000,1724,3208,5552,7868,11666,14270,17236,29130,32029
1,134,134.000,1362,2511,4888,7400,10417,14782,20569,29161,29635
2,140,140.000,1220,2384,5367,7120,10682,13715,18477,24494,28918
3,148,148.000,1445,2550,4898,6754,10076,14076,16797,21574,23109
4,172,172.000,1099,2094,3257,5844,8640,11974,15828,28915,30022
5,155,155.000,1044,2295,4535,6431,10115,13072,17014,23567,27499
6,131,131.000,1154,2443,7012,7646,10594,14140,21778,26790,30618
7,149,149.000,1004,2432,5906,6683,9351,13413,17644,21704,24670
8,128,128.000,1085,2793,6575,7774,10987,15987,21955,27473,30052
9,152,152.000,1044,2517,5413,6620,9675,12482,15726,23358,30041
10,155,155.000,934,2195,3390,6420,9384,14357,20416,25414,28973
11,150,150.000,969,2274,4613,6643,9998,12748,18235,27456,28516
12,153,153.000,1078,2503,4098,6649,9516,12510,20954,28691,33854
13,155,155.000,942,2127,3869,6346,9547,12420,18611,22399,22955
14,160,160.000,1014,2473,5255,6223,9063,12013,14679,23120,23693
15,149,149.000,1071,2354,4541,6775,10327,12810,14861,26119,27940
16,145,145.000,1189,2507,5499,6844,10209,14015,19738,22321,23385
17,134,134.000,1069,2492,6238,7436,11161,13607,22951,27869,28354
18,132,132.000,1232,3254,7231,7647,10801,13378,15824,23342,29312
19,160,160.000,914,2380,3474,6194,9744,13036,14289,25414,26367
20,164,164.000,954,2237,5421,6135,8964,11088,13771,24563,25155
21,176,176.000,932,2080,3030,5620,8245,11441,16785,21632,22316
22,163,163.000,1001,2452,5031,6142,8382,11509,13021,24029,26314
23,165,165.000,990,2266,3275,6127,9336,12653,15667,24166,24668
24,151,151.000,1068,2411,3571,6545,9989,12605,14482,24784,27179
25,154,154.000,993,2423,3974,6601,9451,12600,22245,25295,26547
26,132,132.000,1164,2615,6371,7433,11540,14241,18420,27406,27913
27,150,150.000,997,2278,5073,6664,9814,12981,20077,25008,25693
28,155,155.000,937,2222,4721,6475,9715,12862,16287,22826,25341
29,139,139.000,1307,2525,4691,7135,10565,15286,19504,25547,32100
30,150,150.000,916,2237,4774,6662,10002,13478,15908,27349,29814
31,165,165.000,970,2357,3905,6055,8426,11700,15496,24654,25934
32,162,162.000,967,2126,3825,6184,8931,11905,17780,25093,26429
33,184,184.000,947,2053,3162,5423,8108,10586,11999,22081,23131
34,175,175.000,836,2070,3820,5732,9073,11433,12361,23475,32694
35,176,176.000,881,2269,3671,5652,8730,11078,13710,21678,23736
36,150,150.000,1041,2325,4159,6696,10155,12761,20366,26802,32305
37,137,137.000,941,2452,6535,7253,11000,13784,15827,27586,28840
38,136,136.000,909,2598,7498,7429,10813,13344,17799,21661,22198
39,142,142.000,1190,2296,3569,6952,9285,14197,24142,26839,28734
40,167,167.000,973,2233,3278,6017,8902,11901,13939,28297,32343
41,141,141.000,1115,2477,5444,7119,10504,13414,20952,25863,26108
42,157,157.000,947,2320,5648,6313,9885,12057,13555,22696,28826
43,163,163.000,918,2140,4690,6149,9431,11662,13735,24007,24018
44,157,157.000,885,2206,3471,6346,9115,11960,19604,28714,29570
45,141,141.000,999,2460,6554,7096,10904,13082,15360,25008,29096
46,163,163.000,908,2057,5326,6120,9323,11366,14110,23458,25593
47,173,173.000,863,2096,4969,5855,8618,11008,14429,21074,22014
48,177,177.000,937,2165,5120,5561,8264,10505,11591,20521,22197
49,174,174.000,1037,2160,3375,5782,8892,11473,13484,21866,24245
50,157,157.000,915,2428,4511,6389,9504,12869,15104,24981,29740
51,145,145.000,1002,2565,3869,6916,10233,13983,17517,25882,27433
52,135,135.000,922,2335,6479,7313,10272,13745,20600,26813,27400
53,144,144.000,1204,2391,5633,6929,9907,13736,19162,26793,29370
54,140,140.000,1048,2307,6530,7150,9917,12917,21384,26803,28849
55,144,144.000,956,2304,3674,6931,10312,13413,19523,24817,35240
56,149,149.000,915,2240,5506,6714,10010,13686,15900,27400,28537
57,146,146.000,1052,2443,3941,6848,10353,12948,18262,27326,29751
58,164,164.000,1158,2123,3732,6135,8979,12377,14915,24402,26329
59,131,131.000,869,2407,5909,7545,10790,16029,21196,26633,30864
