Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1694006058.788246,17050,0,1
1,NewOrder,1694006058.805367,14256,0,1
1,NewOrder,1694006058.819637,14499,0,1
1,NewOrder,1694006058.834148,8387,0,1
2,Payment,1694006058.842547,7393,0,1
2,Payment,1694006058.849953,5797,0,1
1,NewOrder,1694006058.855794,15017,0,1
5,StockLevel,1694006058.870823,2363,0,1
1,NewOrder,1694006058.873198,12066,0,1
4,Delivery,1694006058.885277,38996,0,1
1,NewOrder,1694006058.924299,13720,0,1
2,Payment,1694006058.938032,5116,0,1
1,NewOrder,1694006058.943160,11489,0,1
1,NewOrder,1694006058.954661,16360,0,1
2,Payment,1694006058.971034,5123,0,1
2,Payment,1694006058.976169,3443,0,1
2,Payment,1694006058.979625,4801,0,1
3,OrderStatus,1694006058.984437,2678,0,1
2,Payment,1694006058.987127,4900,0,1
2,Payment,1694006058.992039,3697,0,1
1,NewOrder,1694006058.995747,15210,0,1
2,Payment,1694006059.010970,5522,0,1
2,Payment,1694006059.016512,4127,0,1
1,NewOrder,1694006059.020651,12027,0,1
2,Payment,1694006059.032690,4897,0,1
2,Payment,1694006059.037601,4547,0,1
1,NewOrder,1694006059.042160,10607,0,1
2,Payment,1694006059.052778,3476,0,1
4,Delivery,1694006059.056266,26814,0,1
1,NewOrder,1694006059.083092,15290,0,1
1,NewOrder,1694006059.098394,9014,0,1
1,NewOrder,1694006059.107420,10421,0,1
2,Payment,1694006059.117856,12584,0,1
2,Payment,1694006059.130454,3432,0,1
1,NewOrder,1694006059.133899,13808,0,1
2,Payment,1694006059.147720,3662,0,1
3,OrderStatus,1694006059.151395,3081,0,1
1,NewOrder,1694006059.154489,6702,0,1
1,NewOrder,1694006059.161204,14830,0,1
1,NewOrder,1694006059.176046,15305,0,1
2,Payment,1694006059.191364,7604,0,1
1,NewOrder,1694006059.198980,14435,0,1
1,NewOrder,1694006059.213427,9642,0,1
1,NewOrder,1694006059.223112,16419,0,1
1,NewOrder,1694006059.239543,8891,0,1
2,Payment,1694006059.248447,3202,0,1
2,Payment,1694006059.251660,3461,0,1
2,Payment,1694006059.255134,5024,0,1
1,NewOrder,1694006059.260171,13072,0,1
2,Payment,1694006059.273254,4166,0,1
1,NewOrder,1694006059.277432,14718,0,1
1,NewOrder,1694006059.292163,4871,0,1
1,NewOrder,1694006059.297046,7708,0,1
1,NewOrder,1694006059.304766,7526,0,1
1,NewOrder,1694006059.312307,15415,0,1
