Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.400,2.240,1.173,1.630,2.020,2.452,3.081,3.450,7.062,7.062,0.447
5,4.800,2.152,1.174,1.806,2.096,2.356,2.980,3.137,3.749,3.749,0.465
10,6.000,1.756,1.076,1.282,1.520,2.128,2.870,2.979,3.513,3.513,0.569
15,8.200,1.402,0.826,1.084,1.294,1.542,1.905,2.299,3.123,3.123,0.713
20,5.000,1.264,0.871,1.122,1.253,1.370,1.687,1.725,2.036,2.036,0.791
25,8.200,1.327,0.897,1.052,1.166,1.499,1.955,2.108,2.393,2.393,0.754
30,6.600,1.199,0.959,1.016,1.102,1.241,1.600,1.775,1.859,1.859,0.834
35,6.200,1.251,0.878,0.995,1.166,1.409,1.716,1.966,2.103,2.103,0.799
40,4.800,1.377,0.947,1.089,1.258,1.659,1.835,2.305,2.391,2.391,0.726
45,5.600,1.369,0.910,1.020,1.134,1.397,2.298,2.953,3.306,3.306,0.730
50,7.800,1.101,0.883,0.977,1.050,1.160,1.381,1.459,1.710,1.710,0.909
55,5.200,1.223,0.821,0.958,1.084,1.248,1.627,1.862,3.009,3.009,0.818
