Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.400,1.891,1.099,1.445,1.911,2.109,2.576,2.805,3.612,3.612,0.529
5,6.200,1.528,1.004,1.153,1.413,1.646,2.258,3.049,3.303,3.303,0.654
10,7.000,1.404,0.934,1.071,1.358,1.611,1.926,2.039,2.719,2.719,0.712
15,7.800,1.403,0.914,1.223,1.410,1.555,1.786,1.912,2.067,2.067,0.713
20,7.200,1.190,0.932,1.018,1.095,1.304,1.588,1.621,2.160,2.160,0.841
25,4.800,1.361,0.937,1.134,1.177,1.440,1.983,2.173,2.977,2.977,0.735
30,8.800,1.271,0.836,0.992,1.135,1.425,1.871,1.883,3.229,3.229,0.787
35,4.200,1.345,0.881,0.941,1.098,1.411,2.091,2.230,2.768,2.768,0.744
40,7.200,1.252,0.885,0.986,1.119,1.425,1.797,2.064,2.933,2.933,0.799
45,8.400,1.185,0.863,1.016,1.174,1.412,1.481,1.541,1.567,1.567,0.844
50,4.600,1.425,0.915,1.003,1.195,1.713,2.094,2.111,3.324,3.324,0.702
55,6.200,1.479,0.869,1.158,1.354,1.715,1.884,2.488,3.351,3.351,0.676
