Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,68.000,2.884,1.517,2.212,2.596,3.208,4.037,4.888,7.053,13.019,0.347
5,58.600,2.842,1.806,2.215,2.580,3.224,4.011,4.535,6.025,6.969,0.352
10,67.800,2.693,1.743,2.143,2.479,3.049,3.670,4.151,5.370,6.764,0.371
15,58.600,2.897,1.834,2.300,2.679,3.194,3.871,4.301,8.296,10.060,0.345
20,72.400,2.570,1.679,2.097,2.394,2.834,3.442,3.856,4.879,10.292,0.389
25,63.200,2.781,1.750,2.211,2.524,3.161,3.726,4.348,5.863,7.389,0.360
30,72.400,2.493,1.487,2.032,2.268,2.726,3.424,3.905,5.397,6.265,0.401
35,63.200,2.635,1.719,2.141,2.452,2.968,3.587,3.983,4.709,5.470,0.380
40,67.200,2.577,1.639,2.100,2.414,2.878,3.454,3.882,4.718,7.148,0.388
45,65.000,2.415,1.560,2.067,2.250,2.591,3.110,3.528,4.438,5.326,0.414
50,61.600,2.710,1.811,2.186,2.487,3.037,3.696,4.156,5.194,5.680,0.369
55,63.800,2.622,1.644,2.096,2.413,2.969,3.542,4.065,4.963,6.929,0.381
