Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,128.000,7.816,1.173,3.202,5.262,11.684,14.804,17.025,29.603,38.996,0.128
5,130.200,7.673,1.070,3.018,6.256,11.052,14.271,17.664,29.731,34.646,0.130
10,151.400,6.590,1.076,2.511,4.650,9.528,12.835,15.479,24.854,34.508,0.152
15,155.400,6.439,0.826,2.382,3.827,9.746,12.625,14.901,25.814,28.985,0.155
20,156.400,6.389,0.871,2.351,5.481,9.739,12.497,13.701,21.720,24.897,0.157
25,165.000,6.058,0.897,2.153,3.961,9.118,11.872,14.211,23.026,28.939,0.165
30,160.000,6.235,0.959,2.261,4.170,9.671,12.010,14.309,24.082,31.531,0.160
35,162.000,6.175,0.878,2.135,3.800,9.502,11.932,14.894,24.193,30.235,0.162
40,146.400,6.822,0.947,2.451,4.126,10.352,13.517,16.734,26.416,29.439,0.147
45,161.200,6.219,0.910,2.269,3.593,9.162,12.206,14.870,25.325,28.511,0.161
50,166.000,5.997,0.883,2.195,3.884,9.029,11.739,13.812,23.368,30.299,0.167
55,153.000,6.530,0.821,2.255,5.433,9.530,12.596,16.408,24.503,28.500,0.153
