Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,54.400,3.219,1.916,2.620,3.111,3.603,4.204,4.560,6.929,11.620,0.311
5,56.800,2.987,1.881,2.408,2.756,3.308,3.883,4.795,6.767,9.424,0.335
10,60.200,2.987,1.788,2.358,2.742,3.405,4.138,4.520,6.339,8.933,0.335
15,66.200,2.716,1.706,2.188,2.468,2.913,3.718,4.314,5.573,11.109,0.368
20,64.600,2.575,1.629,2.043,2.278,2.817,3.627,4.543,5.309,6.601,0.388
25,67.400,2.731,1.750,2.229,2.496,3.059,3.548,4.191,5.278,7.652,0.366
30,64.600,2.680,1.715,2.152,2.460,2.947,3.634,4.243,6.272,6.804,0.373
35,68.000,2.681,1.700,2.175,2.462,2.987,3.552,3.961,5.191,9.816,0.373
40,61.800,2.831,1.703,2.260,2.615,3.097,3.928,4.541,5.750,7.421,0.353
45,68.000,2.416,1.645,2.016,2.236,2.592,3.133,3.748,5.124,7.295,0.414
50,65.000,2.755,1.675,2.131,2.484,3.230,3.862,4.219,5.724,7.589,0.363
55,72.800,2.677,1.661,2.098,2.433,2.958,3.759,4.219,6.044,7.409,0.374
