Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,126.200,7.935,1.103,2.832,4.562,11.821,15.472,19.366,31.157,42.223,0.126
5,135.200,7.379,0.990,2.677,6.066,10.957,13.798,16.467,26.987,36.100,0.136
10,134.200,7.444,0.879,2.614,4.878,11.031,15.200,17.852,29.149,41.698,0.134
15,149.200,6.698,0.883,2.299,4.012,10.172,13.479,16.401,26.196,29.678,0.149
20,156.400,6.382,0.975,2.162,4.870,9.037,12.647,18.042,26.978,33.321,0.157
25,151.600,6.590,0.957,2.409,4.578,9.695,12.925,14.842,25.339,29.112,0.152
30,154.200,6.480,0.899,2.336,5.452,9.582,12.499,14.707,24.933,36.936,0.154
35,158.000,6.336,1.045,2.277,3.672,9.455,12.459,14.966,24.008,31.493,0.158
40,142.600,6.994,0.945,2.487,4.981,9.995,13.287,18.380,29.847,34.222,0.143
45,157.600,6.343,0.960,2.168,4.879,9.266,12.791,18.655,23.586,29.058,0.158
50,150.400,6.652,0.954,2.355,5.052,9.858,12.678,15.759,24.732,29.593,0.150
55,159.800,6.234,0.954,2.284,3.912,9.391,12.520,14.260,25.999,30.110,0.160
