Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,55.000,11.754,4.676,9.374,11.591,13.783,15.818,17.291,21.109,23.238,0.085
5,65.200,10.766,4.935,8.395,10.596,12.843,14.457,15.678,19.445,23.177,0.093
10,59.000,10.996,4.689,8.471,10.709,13.412,15.622,16.471,18.564,19.467,0.091
15,63.000,10.139,4.788,7.724,10.055,12.093,13.860,14.915,16.483,17.554,0.099
20,70.800,9.143,4.049,6.911,8.713,10.884,13.113,14.464,18.791,23.570,0.109
25,67.800,9.713,4.636,7.371,9.499,11.610,13.375,14.286,16.929,19.809,0.103
30,74.200,9.573,4.586,7.377,9.180,11.444,13.317,14.707,17.046,19.576,0.104
35,68.200,9.681,4.622,7.646,9.359,11.414,13.258,14.139,17.365,23.780,0.103
40,64.200,10.002,4.576,7.617,9.605,11.769,13.949,15.215,19.505,21.487,0.100
45,70.600,9.130,4.188,6.884,8.901,10.694,12.951,14.535,16.596,21.645,0.110
50,68.800,9.916,4.773,7.791,9.726,11.569,13.579,15.111,17.683,21.137,0.101
55,69.600,9.619,4.725,7.395,9.441,11.638,13.123,14.237,17.186,18.166,0.104
