Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,62.000,10.419,4.760,7.889,10.264,12.539,14.643,16.351,20.219,24.581,0.096
5,67.200,9.966,4.508,7.576,9.492,11.952,13.908,16.067,18.591,25.188,0.100
10,65.000,9.405,4.361,7.325,9.358,11.080,12.688,14.357,16.647,19.245,0.106
15,66.000,10.147,4.926,8.026,10.114,12.050,13.695,14.861,16.207,20.155,0.099
20,71.000,9.078,4.494,7.250,8.697,10.888,12.457,13.771,16.574,17.949,0.110
25,64.600,9.882,4.721,7.834,9.636,11.640,13.538,15.007,17.290,19.504,0.101
30,74.000,8.981,4.596,6.977,8.625,10.734,12.307,13.478,15.775,19.315,0.111
35,68.800,9.772,4.693,7.526,9.445,11.597,13.366,15.018,17.799,19.654,0.102
40,69.600,9.295,4.656,7.169,9.153,11.126,12.539,13.551,15.287,17.563,0.108
45,78.000,8.857,4.317,6.846,8.681,10.575,11.875,13.015,15.360,19.564,0.113
50,66.000,9.731,4.830,7.424,9.505,11.579,13.354,15.524,17.517,20.593,0.103
55,64.400,10.187,4.937,8.005,9.726,11.759,14.056,16.029,18.725,20.680,0.098
