Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.800,24.496,16.797,20.120,24.494,28.376,29.635,30.022,32.029,32.029,0.041
5,6.200,23.525,18.013,20.712,22.579,26.764,27.499,30.052,30.618,30.618,0.043
10,8.200,22.352,17.519,20.181,21.695,23.120,27.456,28.691,33.854,33.854,0.045
15,6.000,23.422,19.738,21.237,22.989,25.414,27.940,28.354,29.312,29.312,0.043
20,6.800,22.074,16.764,20.380,21.632,24.166,24.784,26.314,27.179,27.179,0.045
25,7.200,23.432,18.420,21.443,23.093,25.295,26.769,27.913,32.100,32.100,0.043
30,5.800,23.227,17.780,21.245,22.965,25.093,27.349,29.814,32.694,32.694,0.043
35,6.000,24.046,19.018,21.661,24.142,26.648,28.734,28.840,32.305,32.305,0.042
40,6.800,23.542,18.231,20.537,23.582,26.029,28.714,29.570,32.343,32.343,0.042
45,6.200,20.854,17.160,18.944,19.771,22.545,24.245,25.593,29.096,29.096,0.048
50,7.400,23.618,17.790,20.782,23.406,25.882,27.433,29.370,29.740,29.740,0.042
55,6.600,23.651,17.141,21.196,22.936,26.329,28.537,30.864,35.240,35.240,0.042
