Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.000,1.734,1.223,1.453,1.701,1.962,2.363,2.402,2.441,2.441,0.577
5,5.000,1.691,1.070,1.428,1.559,1.800,2.280,2.337,3.795,3.795,0.591
10,4.400,1.826,1.193,1.435,1.751,2.090,2.575,2.886,2.945,2.945,0.548
15,6.800,1.736,1.199,1.452,1.650,2.039,2.314,2.540,2.609,2.609,0.576
20,6.800,1.762,1.269,1.502,1.653,1.942,2.270,2.684,2.849,2.849,0.568
25,7.400,1.610,1.278,1.448,1.530,1.703,2.076,2.229,2.322,2.322,0.621
30,7.400,1.690,1.215,1.426,1.548,1.773,2.267,2.581,3.643,3.643,0.592
35,9.000,1.523,1.241,1.366,1.490,1.586,1.807,1.864,2.373,2.373,0.657
40,5.600,1.821,1.335,1.524,1.684,2.055,2.199,2.868,3.373,3.373,0.549
45,8.000,1.656,1.216,1.465,1.579,1.733,1.865,2.351,3.922,3.922,0.604
50,7.600,1.609,1.209,1.377,1.574,1.651,2.050,2.400,2.707,2.707,0.622
55,4.800,1.685,1.205,1.480,1.603,1.925,2.051,2.403,2.626,2.626,0.593
