Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.200,2.173,1.114,1.609,1.992,2.465,2.975,4.504,4.864,4.864,0.460
5,3.400,2.008,1.359,1.604,1.887,2.495,2.833,3.251,3.251,3.251,0.498
10,3.600,1.912,1.419,1.646,1.835,1.922,2.293,3.526,3.526,3.526,0.523
15,6.200,1.924,1.326,1.600,1.931,2.072,2.270,2.747,4.055,4.055,0.520
20,7.000,1.788,1.293,1.481,1.565,1.757,2.309,4.231,4.503,4.503,0.559
25,4.600,1.605,1.340,1.437,1.555,1.725,1.824,2.024,2.213,2.213,0.623
30,7.200,1.586,1.265,1.439,1.509,1.772,1.867,2.442,2.463,2.463,0.631
35,8.600,1.643,1.277,1.415,1.549,1.705,2.151,2.269,2.832,2.832,0.609
40,4.800,1.842,1.236,1.554,1.731,2.156,2.726,2.760,2.843,2.843,0.543
45,5.800,1.631,1.346,1.505,1.590,1.689,2.074,2.082,2.358,2.358,0.613
50,6.600,1.676,1.088,1.379,1.482,1.633,2.286,2.605,4.568,4.568,0.596
55,7.400,1.825,1.352,1.484,1.626,1.803,2.488,2.632,6.255,6.255,0.548
