Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.400,28.336,22.583,25.627,27.737,30.467,33.272,38.996,38.996,38.996,0.035
5,5.200,26.523,17.723,23.353,26.454,29.731,33.351,33.353,34.646,34.646,0.038
10,5.800,24.039,17.813,21.997,23.476,24.854,29.375,29.862,34.508,34.508,0.042
15,5.000,23.999,19.548,21.664,24.199,26.030,28.302,28.757,28.985,28.985,0.042
20,4.000,21.122,17.345,19.787,20.660,23.547,24.061,24.897,24.897,24.897,0.047
25,4.800,22.120,16.871,19.824,21.769,24.491,26.075,26.806,28.939,28.939,0.045
30,4.800,23.223,18.300,20.918,22.755,25.658,28.075,28.429,31.531,31.531,0.043
35,7.000,21.891,17.184,19.521,21.166,24.193,25.141,29.045,30.235,30.235,0.046
40,6.000,24.081,18.992,21.046,24.652,26.416,28.128,28.545,29.439,29.439,0.042
45,6.400,22.775,17.881,20.847,22.450,25.339,27.504,28.094,28.511,28.511,0.044
50,4.800,22.331,17.619,19.999,21.509,24.095,27.119,28.804,30.299,30.299,0.045
55,7.200,21.533,16.408,19.351,21.018,23.840,26.452,27.860,28.500,28.500,0.046
