Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,60.600,4.437,2.917,3.660,4.030,4.646,5.905,6.560,9.461,18.209,0.225
5,49.400,3.924,2.734,3.326,3.569,4.053,4.676,5.149,9.180,28.736,0.255
10,49.200,7.790,2.850,3.501,3.830,4.471,5.596,6.666,8.535,886.153,0.128
15,56.600,4.043,2.727,3.433,3.691,4.206,5.163,6.114,9.089,11.104,0.247
20,70.600,3.815,2.757,3.327,3.636,4.096,4.680,5.271,6.038,9.328,0.262
25,65.200,3.846,2.688,3.377,3.667,4.046,4.653,5.229,6.716,10.150,0.260
30,65.800,3.805,2.832,3.313,3.569,4.020,4.766,5.342,6.987,8.230,0.263
35,59.400,3.942,2.714,3.411,3.662,4.163,4.941,5.610,8.395,9.026,0.254
40,54.800,4.009,2.862,3.411,3.727,4.193,5.132,5.704,8.401,10.565,0.249
45,52.200,5.380,2.748,3.468,3.916,4.561,5.711,7.298,10.960,284.461,0.186
50,57.200,4.475,3.135,3.699,4.071,4.716,6.032,6.802,10.580,12.678,0.223
55,63.800,3.953,2.801,3.384,3.700,4.104,5.169,5.974,7.633,8.610,0.253
