Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,59.200,9.970,4.607,7.957,9.673,11.278,13.314,14.719,20.504,26.061,0.100
5,55.800,12.887,5.520,7.416,8.983,10.564,12.493,13.848,198.856,451.268,0.078
10,45.200,11.352,5.270,7.929,9.980,11.900,13.549,15.482,18.725,264.022,0.088
15,63.200,9.969,5.407,7.939,9.523,11.020,13.298,15.265,19.754,50.939,0.100
20,65.400,9.186,5.096,7.526,8.925,10.468,11.719,12.843,15.720,34.419,0.109
25,68.400,9.051,4.530,7.411,8.905,10.367,11.614,12.786,15.188,16.994,0.110
30,68.200,9.180,5.649,7.503,8.881,10.480,11.952,13.291,15.438,16.657,0.109
35,64.800,9.359,5.295,7.575,9.204,10.525,12.682,13.654,16.304,22.598,0.107
40,59.800,10.968,3.841,7.759,9.538,10.925,12.375,13.581,19.204,354.134,0.091
45,55.800,10.432,4.452,7.717,9.494,11.480,14.217,16.347,29.014,71.741,0.096
50,53.800,11.078,6.049,8.350,10.099,12.925,15.440,18.120,21.959,70.292,0.090
55,64.600,9.792,3.411,7.645,9.257,10.896,11.997,13.360,15.089,155.057,0.102
