Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.800,314.096,252.836,256.547,302.130,336.529,402.884,563.088,563.088,563.088,0.003
5,34.400,21.915,15.624,17.992,19.115,20.330,21.433,22.731,249.490,249.490,0.046
10,44.000,20.166,14.548,18.062,19.046,20.305,22.448,24.029,39.399,154.021,0.050
15,1.000,538.596,496.602,503.747,505.691,553.365,633.574,633.574,633.574,633.574,0.002
20,40.400,22.765,14.867,17.752,18.839,19.976,22.191,26.222,29.360,448.167,0.044
25,41.000,21.773,15.930,18.901,20.257,21.397,23.429,25.435,29.899,270.176,0.046
30,42.000,22.275,16.607,18.518,19.756,21.151,23.557,26.964,66.661,217.240,0.045
35,27.800,34.483,15.686,18.532,19.571,20.702,21.796,27.948,429.915,431.809,0.029
40,4.600,64.563,17.188,18.579,19.079,21.295,270.173,286.581,307.313,307.313,0.015
45,51.800,19.107,15.404,17.835,18.948,19.988,21.372,22.389,26.078,27.403,0.052
50,12.400,43.130,15.268,18.131,19.049,21.210,23.954,53.037,697.719,697.719,0.023
55,15.200,25.403,14.393,17.936,18.850,20.480,21.914,29.259,450.181,450.181,0.039
60,44.000,20.809,15.127,18.411,19.467,21.662,24.371,28.569,46.643,52.380,0.048
65,44.800,20.224,16.196,18.857,20.146,21.157,22.460,24.386,26.601,27.960,0.049
70,39.400,19.643,14.892,18.395,19.327,20.541,21.614,22.306,30.484,34.481,0.051
75,14.800,47.379,16.052,18.843,19.841,21.857,44.796,304.525,395.625,395.625,0.021
80,2.000,301.130,214.586,287.365,305.805,320.813,360.704,360.704,360.704,360.704,0.003
85,51.200,21.497,16.109,18.120,19.311,20.287,22.221,25.699,31.548,488.352,0.047
90,15.800,50.357,16.531,18.041,19.278,20.438,202.026,296.517,602.499,602.499,0.020
95,1.000,559.721,432.761,436.205,535.474,697.078,697.087,697.087,697.087,697.087,0.002
100,47.600,22.687,14.124,17.787,19.139,20.959,24.094,28.235,220.283,228.502,0.044
105,43.600,20.773,16.483,19.016,20.369,21.618,23.432,25.519,27.879,56.420,0.048
110,27.600,29.652,16.258,18.808,19.887,20.925,22.713,24.201,303.699,314.414,0.034
115,12.800,52.061,16.087,18.841,19.726,21.105,292.540,304.352,357.035,357.035,0.019
120,36.000,23.269,14.173,18.552,19.475,20.918,22.624,25.309,167.320,450.496,0.043
125,52.600,20.720,15.231,18.197,19.262,20.435,22.008,23.375,26.546,320.638,0.048
130,28.400,23.788,14.888,17.777,18.843,19.924,21.313,24.538,258.648,438.844,0.042
135,0.800,155.310,21.547,22.560,30.024,547.110,547.110,547.110,547.110,547.110,0.006
140,50.800,20.112,15.006,18.356,19.595,20.935,23.705,25.572,29.090,43.290,0.050
145,27.800,23.114,14.937,18.865,19.996,21.670,23.899,26.866,108.349,302.212,0.043
150,25.800,26.462,15.061,18.703,19.893,21.290,24.309,26.453,327.599,497.729,0.038
155,30.200,26.704,15.899,18.623,19.655,20.963,23.282,25.309,297.326,340.433,0.037
160,45.400,22.037,16.286,18.467,19.483,20.596,21.675,23.494,31.193,305.231,0.045
165,44.200,23.012,16.295,17.922,18.960,20.061,21.255,22.264,238.669,347.766,0.043
170,18.600,39.308,14.880,18.353,19.433,20.468,22.968,163.753,862.401,862.401,0.025
175,7.600,86.011,16.545,18.955,20.059,22.184,440.956,462.579,1229.696,1229.696,0.012
