Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.400,5.067,1.765,2.101,2.626,2.842,2.934,34.325,34.325,34.325,0.197
5,33.200,2.065,1.117,1.699,1.945,2.315,2.751,2.967,4.115,4.715,0.484
10,40.600,2.140,1.269,1.828,2.057,2.355,2.764,2.948,3.407,6.249,0.467
15,2.600,2.512,1.537,2.268,2.507,2.811,3.245,3.662,3.662,3.662,0.398
20,33.400,2.223,1.298,1.861,2.065,2.529,2.823,3.028,3.421,9.385,0.450
25,39.200,2.130,1.023,1.845,2.035,2.300,2.695,3.133,3.622,7.615,0.470
30,44.600,2.158,1.260,1.799,2.016,2.362,2.660,2.966,4.663,8.679,0.463
35,25.600,2.075,1.125,1.827,2.042,2.357,2.609,2.739,3.048,3.123,0.482
40,6.400,2.147,1.475,1.847,2.061,2.471,2.696,2.966,3.320,3.320,0.466
45,46.000,2.096,1.291,1.803,2.041,2.312,2.662,2.779,3.304,5.333,0.477
50,16.400,2.189,1.356,1.885,2.091,2.356,2.694,2.839,7.512,7.512,0.457
55,18.000,2.138,1.180,1.739,2.132,2.399,2.583,2.717,4.914,4.914,0.468
60,50.800,2.105,1.059,1.793,2.051,2.356,2.747,3.018,3.535,3.763,0.475
65,44.200,2.123,1.264,1.797,2.031,2.353,2.732,3.034,3.706,3.977,0.471
70,41.600,2.110,1.305,1.804,2.022,2.339,2.541,2.870,3.708,5.262,0.474
75,9.800,2.093,1.399,1.733,2.077,2.363,2.789,2.932,3.304,3.304,0.478
80,0.800,2.429,1.679,1.939,2.500,3.596,3.596,3.596,3.596,3.596,0.412
85,48.800,2.182,1.190,1.871,2.120,2.435,2.693,2.918,3.657,5.241,0.458
90,14.200,2.174,1.395,1.841,2.120,2.436,2.796,2.993,3.451,3.451,0.460
95,2.400,2.326,1.665,2.107,2.267,2.502,2.799,3.868,3.868,3.868,0.430
100,46.400,2.189,1.187,1.844,2.075,2.495,2.735,2.975,3.427,8.008,0.457
105,40.600,2.231,1.351,1.847,2.152,2.490,2.846,2.967,4.137,7.412,0.448
110,22.400,2.323,1.215,1.927,2.193,2.606,2.958,3.141,5.231,7.350,0.431
115,15.000,2.193,1.304,1.849,2.155,2.516,2.731,2.906,3.818,3.818,0.456
120,33.600,2.187,1.254,1.850,2.079,2.481,2.816,3.017,4.636,5.368,0.457
125,49.000,2.170,1.140,1.837,2.053,2.420,2.777,2.995,3.778,5.503,0.461
130,23.200,2.075,1.226,1.766,2.035,2.256,2.495,2.716,3.300,6.886,0.482
135,1.600,2.510,1.497,2.286,2.470,2.871,3.591,3.591,3.591,3.591,0.398
140,53.000,2.225,1.235,1.877,2.104,2.525,2.806,3.002,4.631,9.594,0.449
145,29.800,2.119,1.366,1.836,2.097,2.403,2.592,2.719,3.248,3.371,0.472
150,28.200,2.106,1.371,1.835,2.058,2.384,2.591,2.748,2.926,3.292,0.475
155,28.000,2.137,1.423,1.761,2.096,2.411,2.676,2.970,3.269,6.116,0.468
160,49.400,2.083,1.326,1.797,2.089,2.348,2.538,2.658,2.983,3.136,0.480
165,33.200,2.207,1.138,1.845,2.185,2.546,2.861,3.016,3.680,3.999,0.453
170,20.600,2.231,1.336,1.888,2.144,2.539,2.767,2.838,3.153,7.603,0.448
175,4.800,2.423,1.586,1.961,2.390,2.692,3.023,3.233,4.323,4.323,0.413
