Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.200,301.245,237.534,284.650,304.987,309.569,340.112,352.824,438.992,438.992,0.003
5,379.000,9.124,3.028,4.251,4.981,5.871,7.080,8.970,250.633,358.890,0.110
10,439.600,8.342,2.548,4.102,4.753,5.513,6.441,7.632,36.233,557.640,0.120
15,12.000,352.894,4.720,198.629,410.773,542.998,553.235,634.722,635.080,635.080,0.003
20,414.400,6.244,2.603,4.038,4.743,5.483,6.593,8.861,14.418,468.981,0.160
25,440.400,6.788,3.211,5.578,6.014,6.763,8.496,10.856,16.686,255.066,0.147
30,476.400,6.257,3.087,4.823,5.433,6.234,7.786,9.668,16.025,185.095,0.160
35,274.200,13.285,2.967,4.360,5.064,5.856,7.027,10.806,303.274,342.767,0.075
40,70.000,61.821,3.198,4.513,5.392,6.726,307.301,338.464,359.301,368.804,0.016
45,561.800,5.048,2.719,4.087,4.790,5.636,6.589,7.435,10.439,18.307,0.198
50,175.800,24.478,2.750,4.042,4.853,5.941,9.309,87.430,508.190,690.002,0.041
55,175.800,19.088,2.745,4.145,4.799,5.654,7.558,10.657,450.204,688.423,0.052
60,496.400,5.934,2.679,4.540,5.565,6.549,8.387,9.775,13.995,36.031,0.169
65,457.200,6.385,3.188,5.141,5.710,6.355,7.559,8.439,13.180,321.986,0.157
70,458.400,6.796,3.182,4.475,5.183,6.025,7.134,8.023,13.314,432.684,0.147
75,124.000,35.242,2.879,4.453,5.231,6.581,191.855,299.404,344.493,364.782,0.028
80,16.800,281.560,5.900,270.952,300.459,321.513,362.919,385.318,389.262,389.262,0.004
85,533.800,5.659,2.832,4.269,4.980,5.853,7.018,8.041,12.270,478.870,0.177
90,145.600,22.898,2.920,4.154,5.008,5.986,9.559,156.850,405.151,650.803,0.044
95,14.000,289.314,4.548,12.042,440.439,500.643,535.478,553.478,603.813,603.813,0.003
100,474.800,5.743,2.810,4.093,4.901,5.756,7.732,10.097,14.739,215.220,0.174
105,463.200,6.391,3.176,5.529,6.011,6.747,8.006,8.858,13.325,42.804,0.156
110,287.800,12.936,3.053,4.870,5.536,6.349,7.694,9.475,311.984,389.720,0.077
115,153.800,23.046,3.101,4.641,5.446,6.443,9.405,259.896,312.347,390.396,0.043
120,353.000,10.005,2.840,4.412,5.113,5.932,7.234,8.797,73.200,958.801,0.100
125,515.000,5.331,2.820,4.146,4.866,5.637,6.575,7.556,10.953,272.143,0.188
130,277.400,12.648,2.797,4.021,4.846,5.553,6.833,9.674,438.625,640.866,0.079
135,16.400,264.943,3.626,5.838,305.797,502.924,521.745,546.887,569.127,569.127,0.004
140,517.200,5.459,2.807,4.189,5.031,6.064,7.541,9.332,13.912,29.371,0.183
145,298.600,12.219,3.737,5.682,6.191,7.024,8.698,11.535,293.581,341.665,0.082
150,302.800,12.810,3.104,5.025,5.710,6.596,7.902,10.261,341.377,497.755,0.078
155,327.600,9.706,3.211,4.698,5.400,6.381,7.856,10.110,265.161,342.968,0.103
160,516.200,5.488,2.794,4.362,5.100,5.958,7.038,7.993,11.998,289.688,0.182
165,458.800,7.242,2.819,4.068,4.867,5.616,6.659,7.792,13.830,417.656,0.138
170,181.600,20.659,2.743,4.143,4.890,5.718,7.332,39.397,548.150,862.212,0.048
175,66.800,54.713,2.993,4.544,5.525,7.184,196.408,462.034,497.303,1229.559,0.018
