Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1.600,15.118,9.090,11.207,16.359,19.821,19.850,19.850,19.850,19.850,0.066
5,0.400,115.982,18.203,18.203,213.761,213.761,213.761,213.761,213.761,213.761,0.009
10,2.000,11.023,7.096,8.332,11.467,13.561,14.250,14.250,14.250,14.250,0.091
15,2.200,10.432,7.108,7.891,9.976,10.832,12.031,19.440,19.440,19.440,0.096
20,0.400,7.947,7.570,7.570,8.324,8.324,8.324,8.324,8.324,8.324,0.126
25,51.600,9.568,4.722,7.691,9.540,10.910,12.301,13.749,16.724,19.167,0.105
30,63.800,10.499,3.861,7.516,9.079,10.396,11.763,14.302,18.350,401.150,0.095
35,40.800,13.236,5.033,7.964,9.293,11.424,14.182,16.009,179.642,318.092,0.076
40,28.000,18.407,6.081,8.048,9.704,11.219,12.615,13.867,441.973,449.524,0.054
45,67.800,9.413,5.251,7.736,9.136,10.817,12.246,13.469,17.172,18.022,0.106
50,64.800,9.202,5.402,7.529,9.062,10.700,12.050,12.653,14.660,17.470,0.109
55,68.200,8.815,3.463,7.084,8.760,10.028,11.254,12.671,15.645,28.670,0.113
