Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.800,22.677,18.977,21.296,22.183,23.227,23.863,25.966,35.894,35.894,0.044
5,6.400,22.439,19.272,20.980,22.109,24.257,25.262,26.465,28.749,28.749,0.045
10,6.200,22.862,18.702,20.397,23.191,24.574,27.007,27.561,27.588,27.588,0.044
15,4.600,21.726,18.212,20.213,21.819,23.456,24.273,24.560,25.168,25.168,0.046
20,6.600,20.332,18.155,19.126,19.792,20.726,23.398,25.601,26.041,26.041,0.049
25,7.000,19.972,17.009,18.675,19.404,20.759,23.024,24.504,26.550,26.550,0.050
30,6.400,19.630,17.246,18.422,19.453,21.176,21.991,22.480,22.685,22.685,0.051
35,7.600,19.964,16.037,18.744,19.673,20.847,22.736,23.685,25.145,25.145,0.050
40,5.200,22.544,17.901,20.696,22.337,23.979,25.952,27.253,28.301,28.301,0.044
45,4.600,22.037,18.373,19.112,21.409,23.869,25.679,27.785,29.397,29.397,0.045
50,5.800,20.259,16.994,18.833,19.660,20.876,23.475,23.734,27.113,27.113,0.049
55,4.600,20.542,18.298,18.940,19.819,21.812,23.927,26.373,26.394,26.394,0.049
