Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,17,17.000,3145,6271,11153,182334,17794,19850,2921429,2921429,2921429
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,9,9.000,3525,4384,8533,381919,10580,3374848,3374848,3374848,3374848
4,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,5,5.000,4006,7557,18203,673816,38370,3300947,3300947,3300947,3300947
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,1.000,213761,213761,213761,213761,213761,213761,213761,213761,213761
10,14,14.000,3681,4374,8332,223748,13561,14250,3024705,3024705,3024705
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,9,9.000,3823,3992,7096,340592,11217,3006331,3006331,3006331,3006331
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,6,6.000,3713,4247,10832,546754,12031,3242598,3242598,3242598,3242598
17,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,11,11.000,4014,7462,9464,285468,10795,19440,3044691,3044691,3044691
20,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,7,7.000,5576,6220,7570,470988,21437,3241292,3241292,3241292,3241292
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,126,126.000,1472,3888,7243,7639,9904,12466,18867,22229,24062
27,148,148.000,1404,3757,4517,6772,9941,12301,14743,22588,22661
28,137,137.000,1227,3882,6984,7356,9454,11153,16724,25261,30076
29,132,132.000,1210,3987,7008,7460,10043,11747,15586,20977,23425
30,147,147.000,1052,3616,4680,6837,9211,13004,17847,22916,24225
31,144,144.000,1257,3631,6026,6904,9436,11073,17988,21347,25643
32,156,156.000,1210,3426,4655,6439,8844,10843,14369,20312,21608
33,155,155.000,839,3497,4868,6428,8385,11076,14431,23695,28245
34,135,135.000,983,3645,6598,9670,9405,10941,13395,23953,401150
35,83,83.000,1088,3847,7335,8403,11265,15942,20184,26542,26542
36,138,138.000,1061,3770,6812,7194,9577,12310,14487,24868,26904
37,135,135.000,1065,3760,6405,7439,9634,12914,18039,22177,25146
38,76,76.000,1051,3451,6123,15835,9632,14236,22185,274891,274891
39,4,4.000,144067,179642,305571,236843,318092,318092,318092,318092,318092
40,4,4.000,120676,175590,187978,231554,441973,441973,441973,441973,441973
41,3,3.000,347842,347842,384857,394074,449524,449524,449524,449524,449524
42,54,54.000,1180,3669,7647,13589,10307,11579,19694,362437,362437
43,153,153.000,1085,3544,4173,6565,9651,11736,19799,23324,25346
44,131,131.000,1003,3857,7162,7604,9756,12615,19517,24077,29807
45,144,144.000,1027,3639,6076,6921,9744,11946,12655,20465,25229
46,145,145.000,1025,3752,6346,6906,9267,11921,13644,22132,22977
47,140,140.000,909,3469,6075,7143,9392,13469,18966,22155,23173
48,150,150.000,900,3458,6904,6744,9438,11337,13021,21996,22264
49,151,151.000,1069,3522,5199,6511,8858,11448,14889,21998,22265
50,158,158.000,895,3349,5852,6355,9062,10799,12443,18067,21042
51,158,158.000,919,3280,6035,6284,8710,10910,14016,21974,22296
52,147,147.000,949,3684,5421,6866,9473,12176,13539,22369,26476
53,148,148.000,981,3648,4369,6711,9158,12058,14990,24681,27731
54,150,150.000,1047,3620,5133,6632,9404,11252,12399,22025,22622
55,147,147.000,950,3693,6345,6838,9259,11217,13429,18635,19526
56,165,165.000,886,3219,5101,6061,8110,10844,13218,20158,28028
57,146,146.000,1028,3478,5866,6811,9190,11251,13538,20987,28670
58,146,146.000,773,3454,5817,6861,9154,12382,18662,20488,22282
59,167,167.000,905,3321,4534,5914,8337,10036,11185,18077,18905
