Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.200,251.422,3.145,5.402,9.857,16.886,19.850,2921.429,3374.848,3374.848,0.004
5,1.200,597.141,4.006,7.557,38.370,213.761,3300.947,3300.947,3300.947,3300.947,0.002
10,4.600,269.470,3.681,4.054,8.058,11.916,14.250,3006.331,3024.705,3024.705,0.004
15,3.400,377.687,3.713,7.108,9.464,10.832,3044.691,3242.598,3242.598,3242.598,0.003
20,1.400,470.988,5.576,6.220,7.570,21.437,3241.292,3241.292,3241.292,3241.292,0.002
25,108.600,7.289,1.210,3.837,6.710,9.853,12.011,15.392,22.661,30.076,0.137
30,147.400,7.199,0.839,3.562,5.197,9.125,11.139,15.506,22.372,401.150,0.139
35,87.200,11.114,1.051,3.760,6.585,9.883,14.206,18.888,214.483,318.092,0.090
40,69.000,14.037,1.003,3.669,5.656,10.160,12.691,20.476,362.437,449.524,0.071
45,146.000,6.840,0.900,3.551,6.188,9.330,11.858,13.868,21.998,25.229,0.146
50,152.200,6.563,0.895,3.521,5.204,9.103,11.262,13.539,22.025,27.731,0.152
55,154.200,6.471,0.773,3.448,5.419,8.950,10.901,13.677,20.071,28.670,0.155
