Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
57,21,21.000,408033,440205,448450,446810,451716,451795,451872,499923,499923
58,639,639.000,743,4661,7568,12331,10979,14285,18260,299010,299293
59,1293,1293.000,757,4369,6632,7372,9947,12179,15149,20075,23456
60,1319,1319.000,656,4288,6624,7525,10130,12563,15466,20106,44646
61,1334,1334.000,764,4443,6883,7506,10122,12456,15913,19731,26023
62,1128,1128.000,774,5223,8384,8847,11232,15127,18553,23621,31590
63,971,971.000,742,6260,9258,10336,12716,15467,19961,39418,52380
64,1094,1094.000,708,5946,8717,9092,12089,14221,16918,21775,29309
65,774,774.000,714,5762,8258,12943,11922,15028,19655,284387,327977
66,1143,1143.000,764,5753,8223,8765,11520,13852,16969,21347,27920
67,1123,1123.000,783,5518,8264,8886,11576,14164,17327,21279,27960
68,1155,1155.000,733,5373,7968,8647,11320,14072,18425,21780,26363
69,1203,1203.000,770,5127,7740,8305,11262,13265,15499,20865,24992
70,280,280.000,819,4963,8760,37228,11834,207525,210863,434829,435137
71,1139,1139.000,754,5071,7427,8417,11279,13609,17453,21785,58931
72,1222,1222.000,771,4905,7442,8163,10769,13282,17653,20836,34481
73,1249,1249.000,722,4816,7047,7997,10746,13152,16640,20581,27103
74,1260,1260.000,689,4707,7180,7955,10635,12826,16125,22134,30484
75,1156,1156.000,779,4814,7524,8640,11030,14399,19639,32810,44796
76,146,146.000,765,5058,9854,78452,26099,335189,339247,366266,366326
77,39,39.000,2003,267414,307223,270659,344273,359279,359293,359303,359303
78,43,43.000,1121,6816,295154,209902,299418,383269,395527,395749,395749
79,42,42.000,1106,252805,297471,261162,344618,364624,364760,365085,365085
80,44,44.000,1239,214502,286592,238022,305805,388870,388966,389262,389262
81,32,32.000,1369,297321,300488,281843,307001,321336,321399,321513,321513
82,38,38.000,1167,274610,304252,281823,349900,385318,385345,385374,385374
83,31,31.000,6097,299179,299495,303481,320690,362931,363067,363102,363102
84,37,37.000,1279,180758,256135,226032,304309,348082,348135,348263,348263
85,1211,1211.000,745,4725,7283,8272,10702,14059,19245,22033,37659
86,1236,1236.000,716,4677,7302,8087,10872,13690,17465,20684,25699
87,1245,1245.000,759,4710,6990,8051,10753,13508,17864,21074,27962
88,1222,1222.000,649,4639,7165,8145,10841,14414,17975,21321,31548
89,1176,1176.000,755,4536,7224,10628,10509,12758,17443,28514,488352
90,29,29.000,1429,253016,311367,299175,339366,446668,446674,446834,446834
91,135,135.000,916,6612,10288,65170,18041,293184,297426,337179,337225
92,1288,1288.000,779,4575,7345,7791,10233,12665,17313,20438,27528
93,304,304.000,800,5078,8678,34453,12921,74463,238327,296563,299309
94,25,25.000,13826,344336,346910,392717,602387,602585,650714,650803,650803
95,26,26.000,1665,487763,490788,392226,507605,507912,603813,603839,603839
96,35,35.000,959,149902,441590,298456,447665,500686,500823,500823,500823
97,69,69.000,938,9723,13994,178838,422039,693533,693849,697087,697087
98,19,19.000,1140,446963,535474,477709,553629,553815,553840,553840,553840
99,23,23.000,1000,440474,497840,421543,508934,509070,549787,549841,549841
100,803,803.000,805,4841,7947,9886,10964,14763,18942,63929,258159
101,1280,1280.000,711,4507,7021,7817,10525,13165,17203,20671,28693
102,1002,1002.000,712,4427,6809,9967,10308,12700,17761,51493,228502
103,1343,1343.000,727,4322,6444,7452,10164,12352,16243,20290,28344
104,1092,1092.000,732,5191,8480,9168,12083,15745,19461,26727,32612
105,1032,1032.000,733,6288,9174,9673,12542,15247,18979,23387,26863
106,1092,1092.000,698,6019,8656,9162,12192,14697,18235,21622,25960
107,1122,1122.000,738,5749,8492,8918,11795,14391,17440,21381,27879
108,1081,1081.000,755,5821,8403,9223,11697,14141,17883,27703,56420
109,1165,1165.000,771,5389,7924,8572,11396,13724,17388,21232,26599
110,1174,1174.000,763,5320,7622,8565,11475,13966,17738,20928,23517
111,1186,1186.000,773,5100,7707,8405,11231,13595,17497,20687,24196
112,831,831.000,714,5201,7796,12545,11369,14293,17433,305013,396569
113,36,36.000,1532,295529,307986,300107,314300,339863,339970,340239,340239
114,37,37.000,1538,266608,303699,285965,344277,360415,360484,360524,360524
115,34,34.000,1112,292540,296386,268791,303699,336142,336237,336391,336391
116,43,43.000,1140,254971,292337,238828,304352,311422,312352,312417,312417
117,32,32.000,2119,306288,347491,321111,357035,390396,390460,390595,390595
118,445,445.000,728,5127,7959,19074,11769,15152,22903,293013,293400
119,1218,1218.000,779,4917,7410,8152,10893,13197,16087,20235,24789
120,1217,1217.000,719,4982,7657,8231,11094,13401,15820,21674,25791
121,412,412.000,760,5178,7764,33480,11475,18552,42392,958046,959928
122,757,757.000,731,4791,6838,8184,10439,13183,15043,21249,73393
123,885,885.000,754,4718,7361,13048,11010,13753,18762,292334,429001
124,872,872.000,741,4743,7621,9666,11010,13789,18639,46087,264869
125,1273,1273.000,741,4572,7051,7839,10631,12792,16263,20937,26546
126,1301,1301.000,725,4559,6987,7688,10227,12740,15736,20750,23977
127,1300,1300.000,705,4581,6837,7680,10306,12604,15443,20371,24143
128,1273,1273.000,698,4570,7044,7875,10505,13190,17062,20519,24812
129,899,899.000,736,4506,7223,11124,10292,13318,19221,272143,320638
130,1353,1353.000,695,4318,6444,7381,10003,12234,15989,19837,25844
131,1343,1343.000,649,4446,6583,7460,9950,12362,15851,19792,29301
132,376,376.000,777,4619,8701,35719,12000,40999,349000,447776,449615
133,38,38.000,1085,10947,243626,191060,435323,438722,439007,640866,640866
134,31,31.000,1323,258700,451070,377478,495660,495864,495921,513563,513563
135,31,31.000,2113,305815,335403,379100,546871,546986,547107,547110,547110
136,21,21.000,3591,498769,499090,481031,513145,513274,513387,513438,513438
137,41,41.000,967,4825,63605,193166,337062,568794,569090,574712,574712
138,26,26.000,1087,478359,490676,384738,519271,521745,521756,521758,521758
139,68,68.000,1158,5838,10994,114737,158714,502647,502924,543435,543435
140,1300,1300.000,753,4569,6957,7711,10338,12512,16714,20935,27123
141,1279,1279.000,699,4599,7155,7796,10350,12654,16024,20791,29892
142,1324,1324.000,725,4435,6583,7543,10066,12418,16418,20851,26019
143,1304,1304.000,728,4437,7255,7698,10262,12864,16632,19931,29090
144,953,953.000,751,6459,9727,10434,13030,17782,20750,28980,43290
145,1026,1026.000,715,6173,9123,11523,12417,16560,20119,33598,230419
146,35,35.000,1121,293082,299303,280439,311545,341852,342036,342136,342136
147,248,248.000,776,6063,8723,33756,12323,108311,292983,360623,360724
148,1075,1075.000,768,6013,8860,9346,12350,14703,18292,22349,27029
149,1139,1139.000,733,5724,8446,8757,11752,13999,17159,21587,28924
150,1156,1156.000,740,5614,8013,8635,11435,13470,16270,20401,36612
151,1165,1165.000,698,5273,7826,8577,11606,13663,16857,23051,28690
152,1049,1049.000,722,5245,7547,12052,11524,14693,18098,26858,428643
153,32,32.000,2223,202729,341474,322535,497575,497745,497762,498111,498111
154,35,35.000,1097,202274,292590,251486,355696,356103,407517,407745,407745
155,33,33.000,2388,270105,297098,293596,342668,342941,351587,351674,351674
156,139,139.000,845,6065,9330,61243,19320,254625,340386,340457,340774
157,1219,1219.000,685,5134,7705,8222,10864,12940,16399,20748,28832
158,1175,1175.000,692,5247,7854,8498,11297,13825,16931,21538,29905
159,1198,1198.000,740,4931,7853,8355,11085,13952,17632,21269,25309
160,1251,1251.000,731,4802,7232,7991,10806,12897,15380,20490,31193
161,1087,1087.000,713,4682,7057,10266,10658,12987,16904,27014,305231
162,1066,1066.000,674,4795,7611,8340,10775,13333,18003,22028,51929
163,1233,1233.000,793,4862,7226,8066,10865,13259,17624,20350,27929
164,1297,1297.000,722,4614,7135,7746,10489,12513,15267,20408,25556
165,1290,1290.000,706,4598,6923,7708,10356,12735,15438,19782,21350
166,1277,1277.000,747,4559,7290,7826,10539,12643,16036,20494,28057
167,332,332.000,804,4372,7889,31060,11127,20193,225303,350476,417656
168,1130,1130.000,751,4686,7422,8581,10693,13462,17791,22056,89922
169,1306,1306.000,765,4561,6983,7673,10226,12446,15491,19490,25032
170,1312,1312.000,621,4491,6840,7590,10207,12361,16774,20399,26891
171,713,713.000,747,4519,7084,19463,11159,19400,54683,543192,547286
172,50,50.000,856,6806,57255,165992,288336,441749,441772,545010,545010
173,22,22.000,1086,501923,502203,475210,549206,549363,549437,549485,549485
174,11,11.000,2988,859643,862256,783531,862460,862474,862618,862618,862618
175,21,21.000,1265,462265,480556,451534,480878,480996,494320,500316,500316
176,59,59.000,2020,8715,109076,196397,441089,497280,497309,497367,497367
177,13,13.000,1146,1051890,1229375,977245,1229627,1229696,1229862,1229862,1229862
178,22,22.000,1432,303108,303269,276602,306619,306745,306789,340378,340378
179,669,669.000,696,4949,7541,12918,10958,14778,20151,242734,242894
