Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,41,41.000,1306,264363,300042,287444,307563,323852,339513,341265,341265
1,35,35.000,1234,289951,302201,268191,334945,335236,359877,359951,359951
2,43,43.000,1040,256192,291079,253450,306783,336356,336529,336628,336628
3,33,33.000,1765,264611,309449,293517,402884,404755,439034,563088,563088
4,35,35.000,2934,289469,305176,295887,308617,352824,352941,353037,353037
5,34,34.000,1190,250633,289971,264880,305760,358833,358867,358890,358890
6,504,504.000,728,4783,7703,17144,11532,16343,21181,290615,299573
7,1271,1271.000,711,4692,7177,7890,10436,12991,16408,20460,23352
8,1248,1248.000,801,4789,7330,8014,10597,13177,16641,20869,26037
9,1287,1287.000,718,4596,7108,7717,10366,12832,14972,19960,27106
10,1332,1332.000,691,4382,6878,7519,10208,12246,14325,20148,23695
11,1302,1302.000,729,4558,7000,7666,10100,12471,16138,20214,25552
12,1325,1325.000,735,4404,7001,7569,10077,12441,15743,20068,24328
13,1173,1173.000,733,4437,6953,9768,10367,12948,18964,42931,212899
14,54,54.000,1273,28234,153877,199296,336534,557561,557640,557861,557861
15,28,28.000,2367,52143,218316,309991,634685,634921,635080,643013,643013
16,26,26.000,746,489394,496636,385421,505294,505673,505691,505781,505781
17,23,23.000,2811,491037,491427,464859,553216,553267,553365,553444,553444
18,41,41.000,1952,11495,110872,236861,385615,503847,503886,503919,503919
19,35,35.000,889,195342,410773,347684,546239,548407,548564,548783,548783
20,21,21.000,1230,308927,448126,395803,468874,535316,535383,535387,535387
21,975,975.000,798,4740,7648,8374,10853,13815,17785,23486,62147
22,1318,1318.000,758,4495,6792,7586,10071,12121,16358,19818,28765
23,1320,1320.000,683,4402,6988,7578,9982,12470,16323,20062,27745
24,1246,1246.000,726,4586,7404,8039,10612,14165,17276,20748,28035
25,967,967.000,773,6344,9611,10348,13125,17537,21039,35059,55653
26,1043,1043.000,689,5996,8611,11741,11953,14513,18416,29326,325893
27,846,846.000,711,5771,8556,9148,11820,14251,16949,21848,73914
28,1155,1155.000,717,5693,8226,8618,11595,13714,15125,21250,26072
29,1136,1136.000,777,5528,8107,8831,11716,14349,18862,21826,36820
30,1154,1154.000,733,5475,8118,8670,11385,13889,17443,22095,30689
31,1184,1184.000,731,5151,7900,8408,11061,13765,16102,21272,28330
32,930,930.000,734,5014,7662,10871,11581,15414,20174,184874,217240
33,1115,1115.000,703,5052,7820,8898,11263,14032,18020,23173,66850
34,1167,1167.000,715,4958,7863,8591,11347,13899,17734,24316,47288
35,1280,1280.000,669,4758,6889,7784,10726,12818,15082,20881,27948
36,1216,1216.000,792,4758,7686,8205,11049,13482,17738,20764,26059
37,613,613.000,786,4343,6326,19807,10258,13633,20201,310519,431809
38,37,37.000,1098,289083,293184,244364,306227,322725,322798,322849,322849
39,35,35.000,1953,284515,302896,284938,307485,342324,342617,342767,342767
40,38,38.000,2042,243663,334232,287634,359147,368760,368878,369034,369034
41,35,35.000,837,244071,302437,262796,342272,349894,350050,350058,350058
42,34,34.000,256796,270178,307222,295598,310805,339850,339956,340140,340140
43,38,38.000,1217,275094,302706,281290,305592,338526,338643,339081,339081
44,653,653.000,715,4748,7121,12238,10452,13033,18234,269403,310923
45,1252,1252.000,739,4699,7566,7979,10379,12909,16780,20613,27403
46,1307,1307.000,770,4547,6703,7643,10372,12395,16296,20208,27244
47,1313,1313.000,724,4508,7044,7607,10256,12366,14552,20184,26078
48,1328,1328.000,732,4424,7130,7550,10209,12194,14608,19876,23214
49,1327,1327.000,740,4443,6668,7511,10219,12231,15337,19896,26033
50,1314,1314.000,716,4349,6773,7623,10147,12798,16016,21501,53037
51,589,589.000,785,4590,7526,24387,10957,21628,143780,569464,571982
52,43,43.000,798,12865,214140,155819,279037,283546,286312,697719,697719
53,26,26.000,834,399550,508137,439095,689916,692016,692051,697836,697836
54,21,21.000,1304,494956,495123,468434,498347,498647,544248,544533,544533
55,22,22.000,1572,449932,450204,398105,454896,454942,563352,563446,563446
56,64,64.000,1005,7468,14491,182221,431811,687028,688488,694370,694370
