Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,90.600,11.026,1.318,3.959,6.697,10.350,13.400,20.952,25.966,946.590,0.091
5,134.400,7.437,1.025,3.822,6.229,10.030,12.764,18.339,24.376,28.749,0.134
10,134.800,7.418,0.982,3.752,5.605,10.071,13.560,18.585,25.117,27.588,0.135
15,147.600,6.763,0.931,3.603,5.728,9.388,11.576,13.995,23.307,25.168,0.148
20,146.600,6.820,0.971,3.506,5.740,9.283,12.012,16.349,20.961,26.041,0.147
25,152.200,6.561,0.905,3.465,5.694,8.889,11.187,17.009,20.866,26.550,0.152
30,147.400,6.776,0.907,3.485,6.316,8.990,11.212,16.078,21.176,22.685,0.148
35,142.800,7.020,0.818,3.606,6.282,9.328,11.890,18.253,22.449,30.380,0.142
40,136.800,7.283,0.947,3.773,5.851,9.891,12.361,16.547,24.442,41.849,0.137
45,136.000,7.348,0.759,3.696,6.681,9.853,12.411,15.398,23.908,67.842,0.136
50,143.200,6.983,0.884,3.549,6.354,9.485,11.707,15.598,21.069,27.113,0.143
55,153.600,6.497,0.928,3.504,5.533,9.101,11.024,12.412,20.639,26.394,0.154
