Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.000,2.011,1.287,1.708,1.867,2.082,2.568,3.037,4.537,4.537,0.497
5,5.600,1.496,1.161,1.386,1.441,1.643,1.760,1.791,2.060,2.060,0.669
10,4.800,1.639,1.348,1.523,1.639,1.753,1.927,1.993,1.995,1.995,0.610
15,5.600,1.735,1.263,1.483,1.638,1.828,2.048,2.709,3.388,3.388,0.576
20,4.800,1.490,1.229,1.343,1.488,1.621,1.759,1.813,1.902,1.902,0.671
25,6.400,1.528,1.252,1.394,1.552,1.633,1.711,1.869,1.930,1.930,0.655
30,7.200,1.578,1.173,1.464,1.557,1.682,1.804,2.052,2.168,2.168,0.634
35,5.600,1.580,1.189,1.450,1.564,1.722,1.766,2.041,2.070,2.070,0.633
40,5.200,1.717,1.234,1.418,1.511,1.632,1.751,2.283,5.975,5.975,0.582
45,3.000,1.676,1.331,1.467,1.670,1.932,1.954,2.064,2.064,2.064,0.597
50,5.000,1.709,1.329,1.472,1.582,1.740,2.253,2.672,3.355,3.355,0.585
55,5.000,1.605,1.230,1.432,1.675,1.750,1.840,1.894,2.049,2.049,0.623
