Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.800,1.225,1.040,1.234,1.306,1.321,1.321,1.321,1.321,1.321,0.816
5,31.400,0.997,0.711,0.879,0.935,1.012,1.161,1.358,2.965,3.177,1.003
10,44.200,0.962,0.691,0.861,0.920,0.988,1.116,1.190,1.923,4.398,1.039
15,0.800,1.047,0.746,0.889,1.124,1.427,1.427,1.427,1.427,1.427,0.956
20,34.400,0.967,0.683,0.872,0.929,0.997,1.061,1.121,1.700,5.640,1.034
25,47.600,0.990,0.689,0.876,0.936,1.020,1.123,1.241,1.800,5.919,1.010
30,47.200,0.963,0.703,0.873,0.941,1.002,1.104,1.154,1.317,5.232,1.039
35,30.200,0.959,0.669,0.872,0.925,1.001,1.088,1.188,1.687,1.940,1.043
40,5.600,1.038,0.715,0.910,1.011,1.147,1.321,1.451,1.540,1.540,0.963
45,52.600,0.959,0.724,0.864,0.927,1.008,1.068,1.126,1.901,3.337,1.042
50,18.800,0.960,0.716,0.847,0.923,1.041,1.158,1.229,1.518,1.518,1.041
55,15.400,0.986,0.743,0.878,0.952,1.049,1.200,1.399,1.572,1.572,1.014
60,43.400,0.970,0.656,0.864,0.934,1.004,1.093,1.187,1.520,5.775,1.031
65,38.400,0.975,0.714,0.874,0.933,1.030,1.143,1.228,2.202,2.986,1.025
70,37.200,0.947,0.689,0.865,0.917,0.995,1.067,1.109,2.054,2.528,1.056
75,11.400,0.986,0.765,0.906,0.965,1.070,1.167,1.255,1.310,1.310,1.014
80,1.600,1.313,1.167,1.239,1.315,1.459,1.484,1.484,1.484,1.484,0.762
85,46.200,0.953,0.649,0.879,0.944,1.017,1.099,1.186,1.328,1.375,1.049
90,13.200,0.972,0.779,0.885,0.938,0.997,1.117,1.398,1.828,1.828,1.029
95,1.600,1.116,0.938,1.000,1.140,1.249,1.329,1.329,1.329,1.329,0.896
100,42.200,0.948,0.711,0.856,0.926,1.013,1.094,1.187,1.466,1.728,1.055
105,42.600,1.008,0.698,0.871,0.961,1.033,1.112,1.177,2.889,7.153,0.992
110,24.800,0.974,0.714,0.889,0.934,1.039,1.112,1.230,1.538,1.726,1.027
115,15.200,1.004,0.728,0.864,0.964,1.041,1.255,1.424,2.544,2.544,0.996
120,34.800,0.950,0.719,0.851,0.938,1.010,1.111,1.232,1.420,1.504,1.053
125,47.600,0.939,0.698,0.856,0.925,0.994,1.081,1.162,1.299,2.609,1.065
130,29.400,0.937,0.649,0.862,0.923,1.009,1.086,1.135,1.323,1.375,1.068
135,2.000,1.230,0.967,1.113,1.218,1.355,1.537,1.537,1.537,1.537,0.813
140,47.600,0.982,0.699,0.872,0.942,1.004,1.071,1.154,1.966,7.215,1.019
145,26.200,1.042,0.715,0.873,0.951,1.023,1.121,1.291,2.394,8.385,0.959
150,25.400,0.971,0.698,0.879,0.949,1.030,1.121,1.351,1.478,1.480,1.030
155,29.400,0.942,0.685,0.864,0.934,1.013,1.085,1.125,1.248,1.348,1.062
160,45.200,0.938,0.674,0.852,0.926,1.011,1.072,1.113,1.407,1.622,1.066
165,40.400,0.972,0.706,0.870,0.944,1.015,1.095,1.168,1.864,3.967,1.029
170,17.400,0.964,0.621,0.857,0.935,1.000,1.143,1.373,2.353,2.353,1.038
175,6.000,1.018,0.696,0.902,0.970,1.082,1.265,1.432,2.150,2.150,0.983
