Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.800,8.077,4.028,5.224,6.484,9.857,16.886,17.794,17.794,17.794,0.124
5,0.400,5.782,4.006,4.006,7.557,7.557,7.557,7.557,7.557,7.557,0.173
10,2.200,5.140,3.681,3.836,4.054,6.673,6.924,10.197,10.197,10.197,0.195
15,0.800,4.662,3.713,4.014,4.247,6.672,6.672,6.672,6.672,6.672,0.215
20,0.600,6.099,5.576,5.576,6.220,6.500,6.500,6.500,6.500,6.500,0.164
25,43.800,4.247,2.956,3.614,3.891,4.292,5.564,6.968,9.160,10.043,0.235
30,67.400,3.923,2.941,3.416,3.653,4.067,4.655,6.168,7.859,10.341,0.255
35,35.600,8.761,2.888,3.511,3.845,4.609,5.967,7.949,274.891,305.571,0.114
40,31.800,11.580,2.971,3.558,3.791,4.244,5.590,7.162,347.842,384.857,0.086
45,62.400,3.963,2.908,3.428,3.647,4.079,4.882,5.931,8.168,11.310,0.252
50,69.600,3.926,2.818,3.419,3.671,4.046,4.841,6.042,8.580,9.984,0.255
55,67.600,3.830,2.727,3.295,3.520,3.964,4.762,5.740,8.015,9.517,0.261
