Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,0.400,3.335,3.145,3.145,3.525,3.525,3.525,3.525,3.525,3.525,0.300
5,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
10,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
15,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
20,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
25,3.600,1.793,1.210,1.373,1.688,2.182,2.680,2.978,2.978,2.978,0.558
30,5.200,1.290,0.839,1.103,1.264,1.375,1.598,1.711,2.170,2.170,0.775
35,4.000,1.254,1.051,1.125,1.201,1.343,1.580,1.742,1.742,1.742,0.798
40,3.400,1.194,1.003,1.105,1.145,1.249,1.367,1.617,1.617,1.617,0.837
45,5.000,1.111,0.900,0.995,1.065,1.185,1.295,1.366,1.730,1.730,0.900
50,7.800,1.163,0.895,1.047,1.134,1.246,1.324,1.621,1.857,1.857,0.860
55,6.200,1.069,0.773,0.935,0.989,1.100,1.161,1.819,2.039,2.039,0.936
