Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,40.800,12.284,5.046,8.574,9.742,11.557,13.236,14.543,18.791,450.675,0.081
5,60.600,9.877,4.374,8.130,9.619,11.337,12.923,14.077,16.046,18.546,0.101
10,57.400,10.290,3.740,8.340,9.766,11.792,13.879,14.646,18.585,24.581,0.097
15,68.200,9.263,4.780,7.505,9.221,10.523,12.220,13.445,15.401,16.824,0.108
20,64.600,9.302,3.963,7.573,9.038,10.559,12.313,13.362,16.349,19.790,0.108
25,67.000,8.856,4.782,7.088,8.647,10.219,11.556,13.085,15.875,17.632,0.113
30,69.200,8.812,3.485,7.284,8.554,9.926,11.356,12.556,15.482,18.481,0.113
35,64.600,9.172,5.325,7.574,8.841,10.459,11.890,12.830,14.165,27.991,0.109
40,60.400,10.008,5.252,7.958,9.478,11.365,12.860,15.005,19.243,41.849,0.100
45,64.200,9.755,5.436,7.825,9.439,11.296,12.782,14.064,16.982,18.714,0.103
50,67.800,9.264,4.075,7.406,8.988,10.540,12.060,13.569,16.284,26.131,0.108
55,69.200,9.001,5.479,7.361,9.012,10.452,11.486,12.353,13.678,15.205,0.111
