Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.000,1.932,1.351,1.635,1.927,2.140,2.584,2.646,2.646,2.646,0.518
5,6.000,1.786,1.367,1.608,1.729,1.800,1.888,1.919,4.822,4.822,0.560
10,6.200,1.717,1.271,1.478,1.699,1.822,1.938,2.078,3.544,3.544,0.583
15,5.800,1.718,1.218,1.436,1.571,1.759,2.229,2.917,3.772,3.772,0.582
20,5.000,1.569,1.282,1.430,1.522,1.623,1.864,1.973,2.058,2.058,0.637
25,6.600,1.502,1.117,1.409,1.511,1.607,1.706,1.770,1.816,1.816,0.666
30,5.000,1.526,1.232,1.362,1.467,1.688,1.773,1.813,1.856,1.856,0.655
35,6.200,1.615,1.220,1.447,1.590,1.833,1.866,1.990,2.098,2.098,0.619
40,4.800,1.683,1.338,1.526,1.632,1.799,1.896,1.933,3.011,3.011,0.594
45,4.400,1.659,1.289,1.501,1.592,1.785,1.862,2.335,2.446,2.446,0.603
50,4.600,1.632,1.231,1.508,1.588,1.745,1.753,2.033,2.811,2.811,0.613
55,6.000,1.640,1.167,1.397,1.544,1.671,2.025,2.814,3.739,3.739,0.610
