Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.000,1.812,1.318,1.423,1.678,2.162,2.622,2.662,2.662,2.662,0.552
5,2.400,1.296,1.025,1.200,1.333,1.419,1.446,1.599,1.599,1.599,0.772
10,5.600,1.307,0.982,1.128,1.280,1.406,1.621,1.639,2.268,2.268,0.765
15,5.600,1.188,0.931,1.013,1.150,1.244,1.571,1.780,1.967,1.967,0.842
20,6.200,1.193,0.971,1.067,1.159,1.239,1.363,1.570,1.945,1.945,0.838
25,7.800,1.146,0.905,1.027,1.130,1.197,1.336,1.628,1.697,1.697,0.872
30,5.000,1.090,0.907,1.011,1.042,1.138,1.217,1.504,1.565,1.565,0.917
35,5.200,1.149,0.818,0.995,1.108,1.230,1.478,1.630,1.631,1.631,0.870
40,4.800,1.159,0.947,1.060,1.115,1.278,1.323,1.561,1.683,1.683,0.863
45,5.200,1.255,0.759,1.072,1.145,1.342,1.464,1.560,3.698,3.698,0.797
50,5.200,1.070,0.884,0.969,1.086,1.169,1.206,1.295,1.379,1.379,0.935
55,5.400,1.126,0.928,1.002,1.045,1.191,1.367,1.594,1.890,1.890,0.888
