Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,119,119.000,1794,4269,8228,8420,11129,13400,16113,23227,35894
1,139,139.000,1563,3863,5455,7185,9627,12638,15711,23041,23700
2,128,128.000,1362,3856,6573,7767,10272,14430,21296,23096,23323
3,18,18.000,1351,3996,6777,64520,8580,94810,946590,946590,946590
4,49,49.000,1318,4195,7689,17109,10208,20216,21250,450675,450675
5,137,137.000,1333,3795,5061,7310,9579,13116,21025,24376,25244
6,137,137.000,1073,3761,5266,7348,9638,12103,20915,26465,28749
7,117,117.000,1419,4182,7653,8477,11348,14020,21058,22987,23682
8,142,142.000,1025,3691,6402,7061,9468,12038,13833,21538,25262
9,139,139.000,1367,3804,5164,7155,10112,12743,15916,24257,25611
10,124,124.000,1148,3893,6629,8095,11409,14555,22235,25797,27561
11,127,127.000,1206,4009,6081,7872,10779,13962,15538,25573,27515
12,130,130.000,1088,3784,6521,7659,11170,13591,20848,24320,27007
13,138,138.000,982,3835,6024,7234,9699,13631,16001,21431,27588
14,155,155.000,1019,3438,4182,6466,9096,11700,13896,23722,24581
15,144,144.000,931,3666,6197,6926,9467,11283,13445,24560,25168
16,143,143.000,1150,3941,5766,7029,9461,12867,14276,21819,21927
17,148,148.000,1037,3443,5342,6732,9125,11847,15401,23392,23456
18,145,145.000,965,3566,6522,6869,9546,10945,13774,23307,23477
19,158,158.000,967,3483,5458,6301,9202,10811,12834,20213,24273
20,140,140.000,1052,3476,6881,7193,10034,11879,18249,19536,21694
21,142,142.000,971,3633,6238,6972,9489,12313,13362,20983,26041
22,140,140.000,1067,3664,4858,7154,9967,13348,17817,23900,25601
23,163,163.000,1006,3361,4096,6115,8289,10875,13013,19798,23374
24,148,148.000,993,3463,6311,6781,8906,10766,19141,20279,20726
25,157,157.000,905,3478,5236,6495,8943,11866,18479,20341,26550
26,151,151.000,974,3511,4715,6544,9058,11556,18537,20866,21817
27,152,152.000,926,3435,4579,6527,8909,11278,15865,21585,23024
28,149,149.000,952,3445,6327,6682,8651,10884,12946,21279,24504
29,152,152.000,1045,3443,5820,6561,9061,11093,13866,18906,23875
30,150,150.000,938,3515,6189,6687,8497,11046,18422,21206,21396
31,146,146.000,939,3351,5796,6818,8962,11952,18837,22446,22685
32,152,152.000,1009,3483,6387,6565,8704,10749,12763,19125,19587
33,141,141.000,1263,3512,6877,7082,9318,11730,16078,19643,20127
34,148,148.000,907,3593,6716,6749,9061,10891,12857,19851,22480
35,141,141.000,1027,3647,5812,7090,9457,12110,18726,23073,25145
36,144,144.000,934,3492,6576,6965,9458,11605,14165,22475,27991
37,150,150.000,818,3437,5336,6655,8844,11424,18052,20919,22736
38,140,140.000,980,3814,6858,7127,9411,11929,17464,21747,23685
39,139,139.000,1032,3685,6543,7288,9625,12834,18687,20220,30380
40,154,154.000,956,3573,6140,6425,8963,11181,12179,16065,21158
41,135,135.000,1010,3878,6258,7398,9684,12060,19268,23338,25428
42,141,141.000,1115,3663,5117,7142,9692,12131,17814,24442,27253
43,124,124.000,1074,3869,6757,8042,10813,14486,20077,25952,28301
44,130,130.000,947,3835,6582,7608,10047,13729,20423,23996,41849
45,132,132.000,759,3703,6887,7605,10278,11959,13329,29397,67842
46,137,137.000,1081,3599,5012,7313,10275,13454,18373,22457,24150
47,127,127.000,1072,3767,7039,7810,9920,13456,20827,25679,33906
48,159,159.000,838,3592,4552,6289,8333,10809,12132,21950,22008
49,125,125.000,1145,3978,7471,7992,10753,13560,15398,21333,23869
50,137,137.000,969,3700,6801,7347,10145,11993,16284,20758,21069
51,133,133.000,904,3677,6510,7476,10186,13523,19149,20876,27113
52,150,150.000,941,3378,5018,6701,9420,12786,15253,23255,23734
53,155,155.000,917,3490,5528,6399,8787,10580,11283,23475,26131
54,141,141.000,884,3554,7041,7106,8925,11365,16994,20573,22563
55,148,148.000,1020,3646,5841,6728,9078,11473,12777,22229,26394
56,145,145.000,928,3505,6552,6911,9247,10847,18370,22586,23927
57,158,158.000,936,3448,5524,6343,9117,11219,12142,20639,21098
58,150,150.000,942,3561,5533,6669,9215,11269,12664,20382,26373
59,167,167.000,1003,3396,4049,5919,8541,10590,11064,18336,21812
