Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.000,23.916,19.494,20.371,22.139,25.029,29.766,34.567,44.079,44.079,0.042
5,3.400,20.169,18.036,19.316,19.992,21.420,22.187,22.650,22.650,22.650,0.050
10,4.200,21.179,17.994,20.389,20.761,21.042,23.543,23.923,28.120,28.120,0.047
15,5.800,21.262,16.823,19.582,20.903,23.150,23.911,25.252,28.490,28.490,0.047
20,5.400,20.757,17.332,18.821,20.229,21.327,24.440,24.812,33.002,33.002,0.048
25,5.400,20.690,17.015,19.205,20.743,22.520,23.154,23.737,24.467,24.467,0.048
30,5.200,20.167,17.543,18.632,20.207,21.080,24.659,24.780,25.151,25.151,0.050
35,7.200,19.913,16.024,18.748,19.497,21.371,22.597,23.122,23.685,23.685,0.050
40,4.200,25.915,17.861,18.690,19.181,21.757,23.121,23.617,145.693,145.693,0.039
45,5.600,22.345,17.621,19.480,21.210,24.206,29.554,29.564,30.721,30.721,0.045
50,6.000,22.216,17.292,20.682,22.208,23.044,25.361,28.019,35.207,35.207,0.045
55,5.200,19.457,16.769,18.448,19.283,20.243,21.472,22.280,24.482,24.482,0.051
