Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,108,108.000,1902,4629,8067,9278,13401,17444,18496,21738,25794
1,127,127.000,1502,4247,4905,7845,10836,15677,18525,29657,33493
2,103,103.000,1256,4295,5830,9687,12983,17663,29408,32346,36624
3,101,101.000,1241,4305,8585,9907,12073,15239,21370,47807,90458
4,131,131.000,1294,4016,5825,7674,11113,14020,16004,18193,28683
5,113,113.000,1212,4421,7236,8777,12373,15881,18342,31150,32629
6,120,120.000,1119,3888,6220,8421,12088,16639,22087,30199,31581
7,106,106.000,1124,4350,8061,9339,13003,16693,22673,32983,35632
8,111,111.000,1225,4164,7414,8984,12075,16046,25189,32071,32678
9,120,120.000,1021,3856,6670,8364,11102,20845,23981,25771,26452
10,117,117.000,1093,4160,8338,8563,11909,15489,16674,26464,27984
11,125,125.000,1018,3923,4949,7929,10461,15540,20119,28848,32037
12,131,131.000,1054,4197,5739,7667,10699,13796,15677,25647,26033
13,111,111.000,1071,3961,7893,9033,12196,15987,24503,27100,32192
14,119,119.000,1000,3953,6555,8416,12415,14845,21351,27341,27857
15,108,108.000,993,4107,8264,9171,12258,17420,24207,28488,32980
16,113,113.000,1074,4601,7065,8871,12384,15732,17522,24430,33475
17,106,106.000,1132,4344,8266,9468,12743,16559,23742,30086,30088
18,119,119.000,996,4140,6048,8334,11813,16179,17296,30177,45351
19,91,91.000,1317,4701,10068,10972,14744,20892,28429,35979,35979
20,115,115.000,889,4209,7607,8712,13036,15648,18319,26975,27448
21,116,116.000,1128,4415,8029,8626,11477,15061,19039,28080,29409
22,109,109.000,1238,4220,7946,9166,12210,17455,24264,31181,33968
23,126,126.000,1147,4243,5731,8084,11410,14313,19551,28026,28228
24,107,107.000,1029,4184,7934,9169,12887,15860,19790,32394,33269
25,113,113.000,997,4055,8158,8814,12131,15763,23718,26248,28331
26,111,111.000,1299,4201,8097,9023,12119,15267,24220,26601,29244
27,120,120.000,911,4102,7946,8320,12572,14813,17503,26260,26306
28,120,120.000,1073,4205,7589,8359,11802,14625,17060,26620,26717
29,123,123.000,1175,4111,6285,8077,11952,14758,18010,26896,27832
30,133,133.000,1136,4123,5386,7506,10650,13488,15200,24292,29438
31,115,115.000,978,4078,7768,8705,12158,15702,23338,28169,35030
32,110,110.000,1098,4232,6001,9252,14170,17821,19903,29527,33783
33,115,115.000,1267,4053,7160,8576,12223,14586,17262,25833,30302
34,129,129.000,972,3804,4912,7757,10621,15184,24500,27998,28908
35,121,121.000,1076,4124,5794,8196,11240,14509,17495,26484,31336
36,109,109.000,1302,4532,6678,9358,12629,16979,28726,34434,36862
37,115,115.000,972,4173,8805,8536,12192,14688,16879,23145,28564
38,117,117.000,1036,4313,7920,8534,11097,14547,23720,30053,32420
39,117,117.000,979,4146,8340,8557,11670,15165,17181,25857,28979
40,124,124.000,1074,4110,5257,8029,12647,14320,16116,24787,29766
41,112,112.000,901,4317,9415,9063,12232,16078,22448,25483,26681
42,120,120.000,923,3934,8219,8256,11673,13874,16428,26014,33339
43,106,106.000,1062,4390,7083,9446,12420,19052,26200,32968,34061
44,115,115.000,1125,4428,7994,8673,11579,15732,19504,25719,30570
45,133,133.000,1056,4002,5359,7482,11289,14242,15422,20041,28596
46,117,117.000,1066,4017,6658,8508,12808,15584,18921,25115,25479
47,117,117.000,1157,4178,6194,8564,11482,15613,22028,26424,28307
48,110,110.000,986,4407,8455,9061,12470,15846,19591,27027,35182
49,115,115.000,980,4020,7150,8723,12278,16050,21955,30326,30836
50,121,121.000,998,4091,6773,8228,11921,14129,15504,25128,26488
51,118,118.000,1108,4171,8052,8473,11279,15999,18028,25929,30018
52,123,123.000,972,3806,7346,8195,11003,14494,21067,26804,27494
53,119,119.000,1186,4229,7032,8354,11449,14352,17501,27973,28991
54,89,89.000,1218,5760,10038,11275,14227,19292,23801,32891,32891
55,113,113.000,1272,4242,5746,8799,11916,15556,21719,29842,30974
56,107,107.000,1309,4333,8750,9329,13085,16668,18285,29081,35659
57,123,123.000,1281,4130,5736,8173,11440,15293,16090,27594,31477
58,109,109.000,1211,4159,7691,9112,11987,14654,16205,29943,72223
59,123,123.000,1279,4050,5205,8052,10981,14652,16626,30115,31013
