Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.600,1.999,1.241,1.497,1.775,2.304,2.969,3.424,3.706,3.706,0.500
5,6.600,1.548,1.021,1.225,1.346,1.710,2.454,2.471,2.750,2.750,0.646
10,7.200,1.298,1.000,1.106,1.165,1.325,1.696,1.789,3.455,3.455,0.770
15,5.400,1.638,0.993,1.230,1.389,1.637,2.455,2.522,5.961,5.961,0.610
20,4.000,1.322,0.889,1.187,1.318,1.446,1.594,2.038,2.038,2.038,0.757
25,5.400,1.316,0.911,1.073,1.232,1.397,1.644,1.836,2.784,2.784,0.760
30,5.400,1.483,0.972,1.152,1.337,1.848,2.017,2.256,2.415,2.415,0.674
35,5.400,1.384,0.972,1.115,1.358,1.530,1.806,2.164,2.287,2.287,0.723
40,5.200,1.545,0.901,1.131,1.285,1.793,2.665,2.998,3.010,3.010,0.647
45,4.600,1.355,0.980,1.085,1.178,1.376,2.128,2.591,2.747,2.747,0.738
50,3.200,1.497,0.972,1.108,1.218,1.783,2.745,2.973,2.973,2.973,0.668
55,4.400,1.499,1.211,1.317,1.414,1.627,1.756,1.762,2.743,2.743,0.667
