Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.800,1.953,1.359,1.600,1.839,1.981,3.117,3.149,3.683,3.683,0.512
5,5.200,1.793,1.291,1.488,1.645,1.824,2.244,3.472,3.550,3.550,0.558
10,3.400,1.987,1.349,1.559,1.809,2.053,3.399,3.549,3.549,3.549,0.503
15,2.800,2.086,1.385,1.706,1.859,2.174,2.259,5.073,5.073,5.073,0.479
20,5.000,1.771,1.238,1.635,1.748,1.940,2.056,2.540,2.589,2.589,0.565
25,6.400,1.805,1.293,1.508,1.605,1.805,2.209,2.337,6.302,6.302,0.554
30,6.600,1.759,1.281,1.524,1.616,1.879,2.085,2.492,3.440,3.440,0.568
35,5.600,1.679,1.391,1.532,1.596,1.834,2.054,2.126,2.217,2.217,0.596
40,5.000,1.766,1.411,1.550,1.693,1.919,2.056,2.148,2.871,2.871,0.566
45,5.600,1.753,1.362,1.542,1.698,1.941,2.115,2.246,2.666,2.666,0.570
50,5.000,1.800,1.283,1.609,1.717,2.094,2.196,2.240,2.569,2.569,0.556
55,4.400,1.876,1.391,1.652,1.809,1.876,2.004,2.008,4.346,4.346,0.533
