Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.200,29.434,22.298,26.527,28.257,32.915,34.590,38.810,39.445,39.445,0.034
5,3.400,27.318,21.906,25.062,26.688,28.246,31.341,37.467,37.467,37.467,0.037
10,5.200,28.272,21.261,25.493,26.934,30.673,36.231,36.498,36.590,36.590,0.035
15,4.200,33.426,23.162,31.787,33.357,34.778,38.402,38.925,40.027,40.027,0.030
20,3.600,29.215,23.688,27.331,29.373,32.505,33.898,35.545,35.545,35.545,0.034
25,5.000,25.239,21.660,23.369,25.344,26.911,27.670,28.838,29.384,29.384,0.040
30,6.600,25.671,20.549,22.756,25.097,28.692,29.908,33.980,34.610,34.610,0.039
35,5.600,26.328,20.244,22.591,24.627,26.711,30.687,31.094,71.101,71.101,0.038
40,4.400,24.724,19.239,21.323,24.149,25.313,31.448,34.494,42.373,42.373,0.040
45,6.000,26.607,20.172,23.679,26.800,29.562,32.328,33.462,34.582,34.582,0.038
50,2.600,24.707,19.739,23.219,25.105,26.698,27.538,27.666,27.666,27.666,0.040
55,5.000,26.358,21.518,23.631,25.165,28.483,32.023,33.365,34.029,34.029,0.038
