Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,100,100.000,1434,4573,7751,9990,13866,18085,28013,47132,47132
1,93,93.000,1579,4682,9243,10910,14444,17775,26775,60366,60366
2,106,106.000,1482,4328,6957,9284,12474,15770,26801,30145,57579
3,112,112.000,1439,4416,7454,8923,12533,16077,18766,30984,31423
4,117,117.000,1290,3916,6667,8762,13569,16884,22405,25131,34251
5,108,108.000,1212,4085,7996,8992,12619,16326,20020,28333,28790
6,105,105.000,1515,4186,8485,9546,12097,16572,26644,32644,47531
7,120,120.000,1440,4190,7799,8331,11706,15816,17498,22646,23029
8,103,103.000,1305,4564,7734,9840,13328,17838,27941,32702,38901
9,97,97.000,1412,4563,7354,10170,13233,20576,29774,36273,36273
10,117,117.000,1357,4394,7326,8574,11532,15539,17491,24221,35370
11,115,115.000,1138,4013,8037,8606,12072,14966,19357,26198,33764
12,111,111.000,1159,4379,8275,9115,12548,15488,19891,26816,30989
13,110,110.000,1134,4217,8207,8972,12382,14993,18662,27912,33124
14,115,115.000,1313,4278,5513,8732,13207,16406,17927,32558,34378
15,114,114.000,1147,4285,7830,8855,12677,14943,18782,23100,25725
16,115,115.000,1057,4095,8763,8595,12090,16104,16847,23795,28706
17,112,112.000,1165,3943,8864,8912,12585,15071,17194,27169,28818
18,122,122.000,1117,3971,5309,8208,11880,15398,23913,25503,27510
19,126,126.000,1471,3909,6225,7951,10556,14089,21485,25370,25896
20,109,109.000,1084,4312,8549,9277,13216,17123,20068,23890,32646
21,115,115.000,1060,4101,7836,8549,11711,14966,18696,22869,24652
22,127,127.000,1046,3731,7535,7860,10837,13278,15188,25247,25263
23,150,150.000,1080,3614,5072,6666,9484,11989,13215,20732,20854
24,125,125.000,1181,4094,7609,8033,11138,13841,14710,25137,26149
25,115,115.000,1314,4163,7204,8724,12515,15441,23462,26161,27660
26,112,112.000,1181,4330,6589,8852,13624,16971,18268,23705,24023
27,97,97.000,1007,5011,9954,10399,15320,19497,20528,30600,30600
28,112,112.000,1621,4382,7603,8905,12122,15354,17434,30308,30746
29,113,113.000,1732,4505,7315,8791,11331,15562,23035,26803,29997
30,115,115.000,1208,3947,7416,8655,11635,15008,19854,27348,37614
31,138,138.000,1042,3793,6273,7279,10012,12594,16050,23321,33943
32,123,123.000,1003,4004,7440,8181,11832,14244,17465,24137,24927
33,121,121.000,1074,3974,6018,8169,10864,15054,18291,26178,26759
34,110,110.000,1844,4236,7152,9108,11808,17719,23699,31038,33647
35,95,95.000,1169,4446,6419,10523,13362,21867,31707,76193,76193
36,103,103.000,1136,4394,8983,9659,13189,16437,18603,29224,30112
37,99,99.000,1108,4909,10359,10219,14576,17581,21333,28957,28957
38,99,99.000,1259,4689,6921,10075,13883,17170,29299,55406,55406
39,98,98.000,1210,4434,9029,10162,13708,18760,31053,40447,40447
40,103,103.000,1296,4586,6000,9702,14443,18603,21863,30053,34560
41,102,102.000,1075,4637,7599,9772,13540,16813,19990,32473,32993
42,109,109.000,1020,4730,8024,9280,13060,16313,19366,25523,27236
43,102,102.000,1078,4397,8278,9711,13557,16647,23432,30649,32976
44,108,108.000,1109,4335,8319,9257,12133,16574,23725,31121,38332
45,117,117.000,960,4157,7225,8485,11771,14822,19069,25055,28275
46,95,95.000,1201,5309,9173,10525,12745,17411,26719,54101,54101
47,111,111.000,936,4142,7285,9113,12787,15483,23767,32861,41750
48,107,107.000,1004,4168,7985,9287,12726,18211,24384,30779,34902
49,109,109.000,1001,4578,6585,9373,12992,17265,23920,32581,35084
50,96,96.000,1234,4488,9872,10140,14057,18858,24283,30951,30951
51,120,120.000,1192,4226,8332,8322,11798,13802,15335,17650,28644
52,116,116.000,1099,4157,7646,8640,11644,15771,19348,27715,40303
53,107,107.000,1609,4635,8610,9330,12928,15364,20739,31436,31980
54,109,109.000,912,4271,8604,9193,13204,15446,17849,27692,30959
55,96,96.000,1760,4525,9164,10416,13464,20821,26012,34678,34678
56,117,117.000,1007,4033,6566,8514,11859,16146,18319,29708,34277
57,134,134.000,978,3651,5970,7426,10150,12517,14257,24412,33056
58,102,102.000,1171,4000,7456,9804,12424,22441,26200,34248,44880
59,104,104.000,1156,4398,8005,9558,12491,16276,22233,33459,66635
