Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,48.400,13.068,6.944,10.427,12.237,14.817,17.598,19.035,23.286,90.458,0.077
5,48.000,11.981,6.395,9.304,11.780,14.005,16.086,17.777,20.786,23.401,0.083
10,52.400,11.639,6.020,9.276,11.469,13.484,15.619,16.598,20.571,22.076,0.086
15,48.000,12.488,6.887,10.120,12.353,14.323,16.845,17.993,20.892,30.081,0.080
20,52.000,12.064,6.978,9.833,11.884,13.763,15.890,18.319,19.987,20.379,0.083
25,56.400,11.517,4.939,9.142,11.439,13.393,15.051,17.024,18.924,22.630,0.087
30,50.600,12.082,6.322,9.652,11.494,14.079,16.118,17.341,26.035,27.578,0.083
35,52.800,11.688,4.512,9.266,11.555,13.563,15.691,16.879,19.432,22.550,0.086
40,54.200,11.914,6.640,9.826,11.515,13.724,16.025,17.127,22.332,24.652,0.084
45,54.000,11.896,6.174,9.544,11.654,14.142,16.096,17.591,20.143,22.028,0.084
50,56.600,11.662,4.878,9.322,11.162,13.653,15.840,17.501,21.067,23.364,0.086
55,50.000,12.302,6.233,10.244,12.051,14.057,15.966,16.806,20.694,21.955,0.081
