Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.000,28.886,22.405,25.131,27.750,30.786,34.251,40.359,47.132,47.132,0.035
5,5.000,29.021,20.255,26.644,28.790,30.789,36.043,36.273,38.901,38.901,0.034
10,4.200,27.529,21.089,23.494,26.816,32.094,33.764,34.378,35.370,35.370,0.036
15,4.200,24.893,20.173,23.795,24.894,25.896,27.510,28.706,28.818,28.818,0.040
20,3.400,23.495,18.692,21.388,22.869,25.137,26.149,32.646,32.646,32.646,0.043
25,3.800,25.500,21.426,23.462,24.628,26.803,30.600,30.746,30.746,30.746,0.039
30,4.400,26.784,21.797,23.757,25.961,28.083,33.647,33.943,37.614,37.614,0.037
35,5.000,30.047,23.365,27.864,30.112,31.959,34.708,35.963,40.447,40.447,0.033
40,5.000,28.720,22.013,25.523,28.251,31.121,32.993,34.560,38.332,38.332,0.035
45,5.800,28.657,23.067,24.729,28.125,30.779,34.902,35.084,41.750,41.750,0.035
50,4.400,27.382,22.914,24.283,26.448,28.644,31.436,31.980,40.303,40.303,0.037
55,6.000,28.557,22.233,24.657,27.745,30.579,34.277,34.678,44.880,44.880,0.035
