Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.600,1.986,1.232,1.466,1.778,2.339,2.881,2.970,4.427,4.427,0.504
5,4.600,1.905,1.366,1.517,1.952,2.086,2.616,2.858,3.109,3.109,0.525
10,4.800,1.643,1.365,1.539,1.599,1.733,1.799,2.074,2.327,2.327,0.609
15,3.000,2.173,1.383,1.658,1.911,2.215,3.051,4.434,4.434,4.434,0.460
20,5.600,1.911,1.251,1.602,1.744,2.132,2.469,3.203,3.437,3.437,0.523
25,4.000,1.776,1.283,1.640,1.662,1.946,2.640,2.883,2.883,2.883,0.563
30,3.800,1.825,1.207,1.614,1.770,2.065,2.329,2.668,2.668,2.668,0.548
35,7.600,1.614,1.300,1.425,1.567,1.781,1.951,2.164,2.324,2.324,0.620
40,3.800,1.839,1.393,1.446,1.821,2.070,2.657,2.719,2.719,2.719,0.544
45,4.800,1.868,1.384,1.546,1.741,2.071,2.508,2.627,4.004,4.004,0.535
50,5.600,1.798,1.305,1.610,1.761,1.968,2.471,2.472,2.497,2.497,0.556
55,3.600,1.752,1.464,1.585,1.658,1.838,2.190,2.418,2.418,2.418,0.571
