Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,105.600,9.512,1.290,4.451,7.386,13.402,17.143,23.023,32.620,60.366,0.105
5,106.600,9.331,1.212,4.358,7.852,12.465,16.421,22.646,32.644,47.531,0.107
10,113.600,8.796,1.134,4.303,7.606,12.356,15.459,18.662,32.094,35.370,0.114
15,117.800,8.488,1.057,4.041,7.683,11.899,15.367,18.782,25.896,28.818,0.118
20,125.200,7.982,1.046,3.850,7.194,11.198,14.101,17.331,24.652,32.646,0.125
25,109.800,9.097,1.007,4.360,7.549,12.746,16.758,19.858,26.803,30.746,0.110
30,121.400,8.232,1.003,3.965,6.817,11.188,14.927,17.844,27.348,37.614,0.121
35,98.800,10.121,1.108,4.560,8.650,13.883,17.441,24.539,34.708,76.193,0.099
40,104.800,9.538,1.020,4.567,7.700,13.470,17.057,22.168,32.298,38.332,0.105
45,107.800,9.313,0.936,4.285,7.872,12.522,16.379,24.337,32.581,54.101,0.107
50,109.600,9.079,0.912,4.271,8.373,12.715,15.528,18.858,28.644,40.303,0.110
55,110.600,9.015,0.978,4.112,6.985,11.992,16.391,23.206,33.459,66.635,0.111
