Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,42.400,12.844,5.834,10.113,12.705,15.239,17.536,18.704,23.134,24.665,0.078
5,48.200,13.037,6.918,10.598,12.741,15.174,17.296,19.101,22.484,24.588,0.077
10,45.600,12.823,6.262,10.193,12.514,15.073,17.690,19.192,21.735,24.349,0.078
15,43.400,13.847,7.502,11.174,13.403,16.195,19.126,20.406,23.618,24.733,0.072
20,45.400,13.345,6.349,10.463,12.750,15.761,18.268,19.795,24.008,25.507,0.075
25,51.000,12.232,5.610,9.671,11.785,14.399,16.695,18.342,21.382,25.181,0.082
30,49.000,11.929,5.920,9.633,11.506,13.597,16.338,18.039,21.518,23.030,0.084
35,52.800,11.745,4.391,9.639,11.632,13.179,15.164,17.480,22.698,24.252,0.085
40,54.400,11.949,4.517,9.548,11.515,14.255,16.027,17.913,20.057,23.484,0.084
45,51.000,12.319,6.273,9.805,11.932,14.592,16.585,17.848,22.253,23.898,0.081
50,54.200,12.490,6.742,10.352,12.283,14.266,16.400,17.154,20.615,22.208,0.080
55,51.400,11.794,6.880,9.601,11.630,13.284,15.273,17.022,20.192,23.752,0.085
