Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,99.400,10.054,1.232,4.946,8.032,12.958,16.999,23.178,34.590,185.203,0.099
5,107.400,9.310,1.158,4.745,7.863,12.950,16.491,19.596,27.596,37.467,0.107
10,106.800,9.353,1.365,4.748,7.018,12.657,16.956,23.230,31.661,36.590,0.107
15,96.400,10.392,1.296,5.227,8.465,13.666,18.515,23.162,36.389,40.027,0.096
20,107.600,9.271,1.185,4.603,7.416,12.731,17.065,20.875,31.287,35.545,0.108
25,112.800,8.852,0.989,4.220,7.236,12.257,16.423,20.173,26.995,29.384,0.113
30,114.200,8.751,1.029,4.121,7.164,11.968,16.338,21.732,29.710,34.610,0.114
35,117.200,8.532,0.914,3.939,7.339,11.933,14.823,20.812,28.164,71.101,0.117
40,116.600,8.567,1.068,4.040,7.359,12.013,15.662,18.182,25.313,42.373,0.117
45,110.200,9.090,0.892,4.099,7.744,12.724,16.585,22.889,30.431,34.582,0.110
50,115.000,8.674,1.064,4.275,7.720,12.446,15.219,17.143,25.347,27.666,0.115
55,121.000,8.250,1.094,3.981,5.663,11.638,14.617,18.964,28.483,34.029,0.121
