Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,45.200,5.210,3.488,4.203,4.691,5.556,7.177,7.955,10.995,21.908,0.192
5,44.200,4.890,3.352,3.977,4.543,5.329,6.206,7.365,10.440,14.092,0.204
10,47.400,4.823,3.415,4.004,4.465,5.146,6.353,7.629,9.228,12.362,0.207
15,49.400,4.582,3.254,3.828,4.154,4.849,5.865,6.971,10.231,11.846,0.218
20,52.200,4.466,3.145,3.672,3.987,4.557,6.080,7.791,10.329,10.639,0.224
25,47.200,4.994,3.453,4.076,4.519,5.394,6.553,8.067,11.713,12.342,0.200
30,51.800,4.757,3.112,3.806,4.236,5.157,6.264,7.913,11.650,12.643,0.210
35,40.600,5.181,3.441,4.272,4.856,5.670,6.759,8.023,10.415,12.486,0.193
40,45.200,5.097,3.446,4.207,4.818,5.636,6.653,7.491,10.268,11.237,0.196
45,44.200,4.956,3.388,4.039,4.479,5.303,6.535,7.812,10.977,13.915,0.202
50,44.200,4.688,3.362,3.975,4.381,5.100,6.106,6.558,7.921,12.146,0.213
55,48.800,4.751,3.235,3.833,4.336,5.252,6.580,7.444,9.633,12.971,0.210
