Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,51.400,5.094,3.155,4.159,4.580,5.243,6.361,7.465,11.146,47.807,0.196
5,47.400,4.742,3.113,3.856,4.392,5.276,6.261,7.236,9.598,10.765,0.211
10,52.400,4.570,3.345,3.872,4.246,4.801,5.654,6.791,9.531,11.289,0.219
15,45.600,5.038,3.251,4.016,4.521,5.321,6.593,7.625,10.089,45.351,0.198
20,48.800,4.643,3.353,4.051,4.457,4.916,5.673,6.659,8.029,9.985,0.215
25,44.200,4.611,3.285,3.873,4.265,4.914,5.919,6.752,9.606,10.173,0.217
30,53.000,4.599,3.291,3.953,4.371,5.023,5.812,6.385,8.099,9.511,0.217
35,47.200,4.893,3.179,3.993,4.525,5.253,6.372,8.042,10.209,12.650,0.204
40,46.400,4.674,3.231,3.989,4.451,4.979,5.996,6.725,9.043,10.138,0.214
45,50.000,4.604,3.024,3.888,4.321,5.082,5.941,6.400,7.970,9.299,0.217
50,44.800,4.750,3.181,3.899,4.330,5.272,6.335,7.223,9.871,14.129,0.211
55,52.200,4.668,3.265,3.999,4.308,5.016,5.987,6.757,8.674,11.009,0.214
