Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.800,38.148,29.345,31.581,35.600,38.758,43.546,84.515,84.515,84.515,0.026
5,5.200,34.555,26.153,30.878,34.014,37.388,40.700,43.737,45.445,45.445,0.029
10,4.400,34.270,28.397,31.337,33.562,36.721,39.650,42.914,43.484,43.484,0.029
15,4.000,32.173,22.986,30.999,32.293,35.029,39.434,42.046,42.046,42.046,0.031
20,4.400,32.793,25.169,31.854,32.507,34.251,38.862,39.760,42.686,42.686,0.030
25,3.200,33.292,27.354,30.198,31.842,35.656,45.082,48.328,48.328,48.328,0.030
30,2.800,30.123,26.071,28.845,30.111,30.446,34.640,38.106,38.106,38.106,0.033
35,4.000,33.145,27.192,29.390,32.833,35.434,42.656,43.666,43.666,43.666,0.030
40,4.200,32.650,26.968,29.947,32.061,35.493,37.425,37.914,40.733,40.733,0.031
45,3.800,31.882,25.104,28.394,32.039,34.280,39.060,39.248,39.248,39.248,0.031
50,3.600,32.958,27.278,29.576,31.666,35.862,38.812,45.296,45.296,45.296,0.030
55,3.000,30.732,27.446,28.385,29.501,30.605,38.991,41.688,41.688,41.688,0.033
