Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,96.400,10.364,1.598,4.872,7.865,14.676,19.078,21.659,34.605,45.488,0.096
5,97.800,10.237,1.304,4.649,7.893,14.723,18.465,22.834,34.516,61.219,0.098
10,99.800,9.996,1.336,4.649,8.715,14.071,18.080,20.163,31.664,72.566,0.100
15,104.200,9.597,1.286,4.483,7.587,13.790,17.704,20.634,32.925,35.878,0.104
20,101.800,9.822,1.080,4.435,8.776,13.922,17.794,19.943,30.512,49.405,0.102
25,110.400,9.078,0.978,4.380,7.856,12.854,16.404,19.448,30.304,37.818,0.110
30,107.000,9.305,1.124,4.431,6.482,13.102,17.015,20.513,32.421,43.378,0.107
35,105.800,9.464,1.077,4.436,8.354,13.225,16.741,20.502,31.842,37.058,0.106
40,98.000,10.202,1.041,4.574,7.909,14.362,19.211,23.677,37.307,68.576,0.098
45,91.400,10.914,1.376,5.112,8.295,15.448,20.233,23.065,37.241,64.018,0.092
50,100.400,9.991,1.344,4.504,7.128,13.771,17.879,28.303,35.612,43.178,0.100
55,95.400,10.436,1.194,4.577,7.855,14.331,18.758,26.299,38.653,91.267,0.096
