Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,40.600,15.391,7.841,11.908,14.937,17.988,21.246,22.724,27.071,58.393,0.065
5,40.600,14.903,7.366,11.592,13.998,17.122,19.651,21.243,25.435,84.695,0.067
10,41.400,14.718,7.233,12.012,14.616,17.133,19.845,20.346,24.672,25.860,0.068
15,47.400,13.904,7.633,11.428,13.895,16.229,17.864,19.883,22.431,24.689,0.072
20,44.200,13.958,6.789,11.358,13.798,15.922,18.830,20.515,26.369,27.889,0.072
25,43.800,14.690,7.345,11.736,14.572,17.384,19.629,21.528,23.860,26.031,0.068
30,48.200,14.327,6.752,11.755,14.000,16.457,19.259,20.646,25.856,27.448,0.070
35,43.200,15.545,8.134,12.415,14.936,17.922,21.210,23.419,27.034,51.295,0.064
40,42.600,14.683,8.280,11.993,14.141,16.885,18.951,21.007,23.294,53.035,0.068
45,48.600,13.812,7.012,10.995,13.314,16.198,19.124,20.744,23.883,25.898,0.072
50,44.400,14.734,7.355,12.104,14.640,16.748,18.842,19.832,23.396,27.410,0.068
55,48.400,13.600,7.328,10.978,13.337,15.694,17.896,19.167,22.590,23.911,0.074
