Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,39.200,5.472,3.574,4.567,5.104,6.210,7.121,7.952,11.105,14.942,0.183
5,39.800,5.057,3.485,4.294,4.719,5.430,6.657,7.419,9.833,10.470,0.198
10,42.000,5.356,3.404,4.545,5.094,5.848,7.023,7.644,9.236,11.896,0.187
15,39.000,4.985,3.252,4.382,4.800,5.429,6.208,6.913,8.064,9.216,0.201
20,45.200,5.017,3.280,4.179,4.694,5.523,6.622,7.714,10.262,10.390,0.199
25,44.800,5.147,3.494,4.293,4.794,5.556,6.846,7.685,10.272,10.878,0.194
30,41.400,5.048,3.340,4.311,4.785,5.434,6.411,7.171,8.806,10.425,0.198
35,33.400,5.409,3.570,4.521,4.992,5.829,7.337,7.889,10.773,11.558,0.185
40,42.200,5.288,3.758,4.508,5.056,5.801,6.832,7.269,8.079,10.245,0.189
45,38.200,5.053,3.252,4.257,4.681,5.281,7.086,7.630,9.837,11.767,0.198
50,41.000,5.119,3.716,4.487,4.850,5.497,6.344,7.046,8.604,12.263,0.195
55,43.800,5.105,3.701,4.368,4.762,5.572,6.571,7.145,9.277,13.303,0.196
