Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.400,2.235,1.329,1.858,2.117,2.290,3.633,3.680,3.680,3.680,0.447
5,3.000,2.127,1.592,1.756,2.116,2.348,2.751,2.892,2.892,2.892,0.470
10,4.800,2.082,1.473,1.754,1.900,2.295,2.648,2.901,4.629,4.629,0.480
15,4.200,2.222,1.428,1.898,2.041,2.398,2.839,3.532,3.650,3.650,0.450
20,3.600,2.142,1.407,1.837,2.070,2.327,2.607,3.577,3.577,3.577,0.467
25,4.000,1.922,1.543,1.725,1.938,2.054,2.346,2.437,2.437,2.437,0.520
30,3.400,2.269,1.599,1.922,2.142,2.583,3.048,3.113,3.113,3.113,0.441
35,3.200,2.232,1.770,1.921,2.169,2.479,2.737,3.664,3.664,3.664,0.448
40,4.400,2.038,1.659,1.853,2.089,2.158,2.366,2.477,2.569,2.569,0.491
45,4.000,2.313,1.739,2.016,2.181,2.460,3.155,4.449,4.449,4.449,0.432
50,4.400,2.147,1.534,1.735,1.990,2.545,2.752,3.054,3.903,3.903,0.466
55,4.400,2.117,1.456,1.850,2.116,2.177,2.589,3.062,3.095,3.095,0.472
