Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.800,2.808,1.399,1.966,2.370,3.819,4.161,5.821,5.821,5.821,0.356
5,2.400,2.340,1.506,1.948,2.068,2.826,2.975,4.232,4.232,4.232,0.427
10,4.000,1.843,1.230,1.487,1.621,2.305,2.563,3.363,3.363,3.363,0.542
15,4.800,1.918,1.319,1.560,1.768,2.163,2.601,2.674,3.863,3.863,0.521
20,3.600,1.930,1.330,1.564,1.809,1.943,2.809,3.801,3.801,3.801,0.518
25,3.600,1.797,1.264,1.435,1.628,1.945,2.727,3.326,3.326,3.326,0.557
30,5.000,1.717,1.156,1.431,1.729,1.962,2.164,2.467,2.505,2.505,0.582
35,4.400,1.899,1.374,1.459,1.781,2.203,2.536,2.942,3.569,3.569,0.527
40,3.600,1.788,1.307,1.482,1.735,1.970,2.280,3.231,3.231,3.231,0.559
45,4.400,1.669,1.143,1.465,1.623,1.773,2.081,2.265,3.253,3.253,0.599
50,3.000,2.083,1.327,1.569,1.745,2.178,3.215,4.566,4.566,4.566,0.480
55,5.200,1.675,1.078,1.397,1.673,1.941,2.020,2.210,2.839,2.839,0.597
