Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,90.200,11.085,1.379,4.933,8.315,15.351,20.249,24.064,39.949,84.515,0.090
5,91.600,10.910,1.492,4.635,8.320,14.913,19.955,30.560,39.911,84.695,0.092
10,95.000,10.510,1.230,4.843,7.700,14.804,18.891,25.801,36.855,43.484,0.095
15,99.400,10.062,1.315,4.613,8.783,14.182,17.486,20.969,35.029,42.046,0.099
20,101.200,9.901,1.330,4.470,7.714,13.971,17.998,23.254,34.251,42.686,0.101
25,100.000,9.967,1.264,4.552,7.345,14.648,18.556,21.997,32.663,48.328,0.100
30,101.400,9.868,1.156,4.541,8.173,14.176,18.170,21.481,30.346,38.106,0.101
35,87.600,11.403,1.374,4.919,10.731,15.617,20.703,27.060,38.704,51.295,0.088
40,96.000,10.406,1.307,4.799,7.776,14.673,18.617,23.294,36.657,53.035,0.096
45,98.800,10.133,1.143,4.587,9.195,14.085,17.894,22.335,34.280,39.248,0.099
50,96.000,10.392,1.327,4.719,9.006,15.093,18.350,22.453,35.862,45.296,0.096
55,103.600,9.551,1.078,4.600,8.285,13.590,16.886,19.343,30.193,41.688,0.105
