Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,39.400,5.520,3.412,4.395,4.803,5.791,7.295,8.545,13.948,41.143,0.181
5,43.800,5.298,3.565,4.452,5.002,5.794,6.860,7.446,10.008,13.711,0.189
10,37.000,5.080,3.288,4.337,4.823,5.435,6.591,7.458,8.933,10.025,0.197
15,45.600,5.373,3.461,4.312,4.770,5.550,6.889,7.752,10.401,64.005,0.186
20,42.000,4.959,3.433,4.273,4.799,5.335,6.184,6.722,9.107,10.549,0.202
25,49.600,4.937,3.353,4.267,4.692,5.300,6.316,6.857,9.768,11.349,0.203
30,44.800,5.155,3.616,4.383,4.900,5.661,6.714,7.378,8.692,10.931,0.194
35,41.000,5.320,3.334,4.443,4.944,5.787,6.957,7.701,9.936,10.457,0.188
40,42.800,4.911,3.221,4.214,4.709,5.305,6.230,6.943,8.958,12.741,0.204
45,40.000,4.936,3.453,4.323,4.816,5.316,6.172,6.905,7.494,8.876,0.203
50,40.800,4.887,3.466,4.281,4.822,5.355,5.912,6.246,7.946,8.502,0.205
55,40.600,4.962,3.493,4.302,4.758,5.306,6.051,6.915,9.027,9.889,0.202
