Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,44.200,14.477,7.591,11.751,14.453,16.689,18.907,20.586,25.185,26.399,0.069
5,41.800,14.846,7.312,11.608,14.121,16.791,18.917,20.275,23.192,126.363,0.067
10,46.400,14.943,7.078,11.943,14.725,17.001,20.044,22.179,25.059,29.610,0.067
15,45.200,14.406,6.887,11.588,14.655,16.906,18.748,20.009,23.878,27.082,0.069
20,44.800,14.427,5.518,11.296,13.975,16.823,19.743,20.889,27.139,27.203,0.069
25,45.600,14.128,7.062,11.319,14.177,16.579,18.359,19.598,21.265,22.415,0.071
30,45.000,15.013,7.658,11.987,14.792,17.266,20.589,22.678,24.521,27.034,0.067
35,39.400,15.222,5.307,11.932,15.047,17.881,20.876,22.590,27.508,29.074,0.066
40,46.200,14.409,7.581,12.161,13.987,16.698,18.665,20.066,21.802,23.687,0.069
45,44.400,14.957,7.462,12.376,14.534,17.208,20.130,21.219,26.681,27.136,0.067
50,42.200,14.750,7.262,11.926,14.318,17.217,19.655,21.225,23.066,25.863,0.068
55,47.200,14.562,7.395,11.554,13.834,17.588,19.540,21.461,24.090,25.853,0.069
