Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,3.800,2.019,1.379,1.695,1.993,2.265,2.555,3.168,3.168,3.168,0.495
5,3.600,2.157,1.492,2.061,2.179,2.341,2.647,2.735,2.735,2.735,0.464
10,3.200,1.872,1.464,1.666,1.826,2.060,2.395,2.424,2.424,2.424,0.534
15,4.200,2.103,1.315,1.680,2.053,2.276,2.720,2.914,4.414,4.414,0.476
20,3.800,1.843,1.404,1.618,1.720,1.992,2.525,2.930,2.930,2.930,0.543
25,4.600,2.098,1.342,1.735,2.030,2.304,2.540,3.082,3.732,3.732,0.477
30,4.000,2.026,1.551,1.843,2.037,2.278,2.422,2.634,2.634,2.634,0.494
35,2.600,2.227,1.622,1.914,2.115,2.260,2.518,4.081,4.081,4.081,0.449
40,3.400,2.004,1.663,1.862,1.967,2.086,2.318,2.433,2.433,2.433,0.499
45,3.800,2.215,1.617,1.889,2.095,2.484,2.661,3.516,3.516,3.516,0.451
50,4.000,2.165,1.428,1.881,2.089,2.527,2.654,3.403,3.403,3.403,0.462
55,3.200,2.117,1.616,1.919,2.129,2.253,2.401,3.123,3.123,3.123,0.472
