Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.000,2.460,1.602,1.963,2.317,2.920,3.433,4.917,4.917,4.917,0.407
5,6.600,1.852,1.304,1.582,1.765,1.939,2.246,3.148,3.998,3.998,0.540
10,3.800,1.868,1.336,1.561,1.709,2.093,2.533,3.741,3.741,3.741,0.535
15,5.200,1.974,1.286,1.592,1.694,2.198,3.304,3.418,3.949,3.949,0.506
20,4.600,1.927,1.080,1.680,1.803,2.165,2.962,3.028,3.204,3.204,0.519
25,5.400,1.846,0.978,1.268,1.524,1.913,2.474,4.062,6.150,6.150,0.542
30,4.200,2.046,1.124,1.537,1.814,2.198,3.083,3.721,4.633,4.633,0.489
35,5.200,1.606,1.077,1.394,1.601,1.786,1.963,2.264,2.463,2.463,0.622
40,5.200,1.692,1.041,1.365,1.560,1.983,2.267,2.916,3.037,3.037,0.591
45,3.600,1.735,1.376,1.515,1.646,1.931,2.260,2.321,2.321,2.321,0.576
50,4.000,1.756,1.344,1.485,1.692,2.062,2.549,2.641,2.641,2.641,0.570
55,4.200,1.783,1.194,1.480,1.799,1.983,2.132,2.536,2.637,2.637,0.561
