Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.600,34.388,28.084,30.909,33.384,35.499,42.288,45.488,45.488,45.488,0.029
5,3.600,32.794,27.930,30.699,32.861,34.372,39.145,40.706,40.706,40.706,0.030
10,2.600,34.496,27.450,28.632,30.682,33.274,40.530,72.566,72.566,72.566,0.029
15,2.600,30.625,23.949,27.250,30.978,33.133,35.418,35.878,35.878,35.878,0.033
20,3.200,30.935,25.320,27.707,30.149,31.358,36.113,49.405,49.405,49.405,0.032
25,2.600,30.405,26.191,27.102,29.997,33.656,35.549,37.818,37.818,37.818,0.033
30,4.400,31.014,26.247,28.998,30.490,32.421,34.065,34.538,43.378,43.378,0.032
35,3.600,31.098,26.521,28.297,30.660,33.407,36.771,37.058,37.058,37.058,0.032
40,3.600,33.235,25.293,30.448,33.410,37.261,38.841,41.933,41.933,41.933,0.030
45,2.200,35.716,29.663,31.715,36.430,37.250,41.680,41.871,41.871,41.871,0.028
50,6.000,32.405,27.026,29.957,31.437,35.045,38.272,38.453,43.178,43.178,0.031
55,4.800,35.910,26.299,30.305,34.372,37.290,39.793,40.624,91.267,91.267,0.028
