Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,86,86.000,2265,5378,7982,11681,15807,20965,23481,58393,58393
1,87,87.000,1844,5271,8600,12208,16192,22577,29345,84515,84515
2,87,87.000,1379,4748,6511,10687,14829,22926,31161,39949,39949
3,102,102.000,1399,4515,8544,9947,14623,17858,20389,31581,33357
4,89,89.000,1695,5050,9058,11102,15540,19902,24064,35600,35600
5,87,87.000,1506,4564,8921,11494,15901,20517,30484,84695,84695
6,86,86.000,1683,4818,9209,11756,16832,22306,32722,39726,39726
7,91,91.000,1492,4404,7366,10932,15304,20005,30878,45445,45445
8,100,100.000,1567,4535,6291,9911,13625,18838,25435,40700,40700
9,94,94.000,2079,4996,9228,10636,13743,17988,24090,36555,36555
10,101,101.000,1230,4864,8168,9864,14372,17788,20331,31108,31374
11,94,94.000,1665,5009,7198,10708,15410,19510,28397,39650,39650
12,92,92.000,1442,4759,10466,10784,15185,17922,31337,35160,35160
13,95,95.000,1345,4755,6701,10511,14339,20349,33227,43484,43484
14,93,93.000,1483,4856,10391,10735,15095,19845,20228,36855,36855
15,95,95.000,1319,4779,10033,10709,14672,19546,29955,42046,42046
16,92,92.000,1466,4739,11301,10757,15044,17178,19831,36901,36901
17,94,94.000,1486,4921,9241,10590,14894,17864,20835,39434,39434
18,105,105.000,1393,4583,6262,9488,13118,17837,20753,34365,35029
19,111,111.000,1315,4327,6571,9027,13160,15827,22986,31372,32293
20,103,103.000,1531,4235,7888,9690,14018,16477,19612,34373,38862
21,105,105.000,1420,4536,6385,9508,13642,18247,20327,39760,42686
22,107,107.000,1330,4309,8635,9333,13663,16452,19943,25680,32435
23,93,93.000,1531,4652,9681,10963,14984,19956,31935,34251,34251
24,98,98.000,1562,4430,6657,10151,14419,20564,31469,35154,35154
25,107,107.000,1332,4478,6115,9202,13333,18556,21581,26031,37803
26,96,96.000,1342,4607,7190,10541,15092,18508,28285,45082,45082
27,98,98.000,1395,4517,8933,10066,15064,18512,20492,32228,32228
28,95,95.000,1264,4937,7327,10599,16110,19629,22975,48328,48328
29,104,104.000,1369,4240,8698,9550,13952,16961,18812,30198,31074
30,114,114.000,1303,4390,5630,8767,13448,16235,18930,22229,29227
31,110,110.000,1431,4155,5983,9098,13613,17101,22758,30346,30617
32,103,103.000,1357,5015,6778,9839,14139,19080,20355,30389,38106
33,88,88.000,1380,4738,10869,11228,15862,19319,22007,34640,34640
34,92,92.000,1156,5094,11209,10880,15933,18811,21481,29415,29415
35,87,87.000,1563,4966,10058,11444,15481,19540,23601,42656,42656
36,88,88.000,1519,4991,8195,11365,16702,22274,25533,43666,43666
37,85,85.000,1374,5098,11722,11938,15944,20177,27694,33838,33838
38,85,85.000,1379,4902,11531,11688,15621,22218,28560,51295,51295
39,93,93.000,1379,4827,9791,10650,14762,18131,23500,35069,35069
40,92,92.000,1307,4885,9362,10835,16183,18915,22710,40733,40733
41,91,91.000,1559,4989,10321,10993,14673,17063,26968,37914,37914
42,101,101.000,1345,5137,8312,10008,13946,17501,21002,30196,37425
43,102,102.000,1449,4521,5769,9667,13005,19833,32061,35493,36657
44,94,94.000,1482,4898,7773,10646,14613,18977,22201,53035,53035
45,91,91.000,1215,4997,9837,10978,15837,20610,22622,37461,37461
46,106,106.000,1465,4638,8713,9473,13793,16944,17894,29621,32039
47,107,107.000,1143,4171,6195,9298,13640,18157,20744,34280,39248
48,98,98.000,1401,4514,9390,10183,13940,17781,21191,33903,33903
49,92,92.000,1713,5235,11057,10976,14307,16843,25623,39060,39060
50,93,93.000,1569,4585,6644,10803,15093,22370,31402,45296,45296
51,97,97.000,1428,4606,7046,10140,14835,17752,23396,38812,38812
52,103,103.000,1327,4674,9380,9751,14439,16645,18350,30411,36347
53,96,96.000,1541,4866,11304,10419,14898,17878,19689,38624,38624
54,91,91.000,1829,5003,9469,10934,16134,19582,23071,35862,35862
55,122,122.000,1154,4451,5896,8190,12531,15438,17896,29115,30605
56,90,90.000,1838,5222,8861,11165,15218,20221,28994,41688,41688
57,104,104.000,1616,4597,10041,9628,13407,17785,19167,28742,29982
58,103,103.000,1245,4529,9785,9656,13730,16125,17661,28385,29501
59,99,99.000,1078,4646,8885,9570,14512,17012,18423,30253,30253
