Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,696,696.000,1470,5596,10405,14371,17840,29193,40809,74645,94396
1,818,818.000,1783,4927,9608,12182,15148,24778,32119,52291,84458
2,884,884.000,1573,4641,8613,11285,14773,22899,31249,47156,73176
3,899,899.000,1560,4398,9104,11184,14267,22322,29854,43883,78269
4,915,915.000,837,4295,8493,10949,14072,21253,29315,48630,74506
5,927,927.000,1264,4444,8447,10705,13854,19366,30066,43927,72603
6,670,670.000,1019,5588,10968,15162,18424,29717,45534,78232,112642
7,771,771.000,758,4934,9259,12725,15715,24785,36301,61969,104464
8,834,834.000,1784,4810,9452,12071,15545,25262,31890,47883,83239
9,819,819.000,972,4642,9242,12135,15378,22980,34513,56810,76333
10,860,860.000,2087,4659,9420,11715,14667,21015,31768,54821,98643
11,884,884.000,920,4535,8393,11284,14328,20486,31803,56225,78037
12,877,877.000,1528,4603,8767,11366,14722,21400,31780,48941,75780
13,878,878.000,1845,4490,8747,11398,14644,21952,32782,47058,63488
14,876,876.000,1498,4478,8697,11414,14165,21948,32038,55180,78661
15,874,874.000,1788,4439,8765,11421,14340,23174,32793,46296,76623
16,734,734.000,1884,5182,10006,13688,16681,30124,40857,64612,83258
17,913,913.000,816,4422,8547,10910,13632,20489,29090,48127,76080
18,801,801.000,2432,4651,8913,12464,15656,24516,34728,64928,97762
19,769,769.000,1844,5161,9820,13003,16318,25589,35585,58908,96185
20,736,736.000,577,5296,10631,13606,16608,26678,38500,65044,85782
21,857,857.000,1956,4422,8883,11712,15036,21528,33334,52083,87635
22,974,974.000,1588,3882,8500,10210,13232,18471,27418,40004,67612
23,910,910.000,1675,4094,8603,10968,14493,21292,29384,40403,68326
24,976,976.000,1855,3830,8201,10351,13256,19623,29041,45853,75081
25,873,873.000,1194,4093,8680,11521,14201,22368,32258,65907,119175
26,764,764.000,1028,4987,10086,12930,16925,25716,33550,58308,90879
27,888,888.000,1948,4223,8585,11237,14447,22763,32831,51443,73717
28,844,844.000,1399,4569,8997,11860,15381,22618,31725,55490,104326
29,853,853.000,1660,4533,9702,11733,15368,21541,31068,51844,87561
30,856,856.000,1496,4428,9149,11642,15366,21767,31198,53153,80493
31,863,863.000,1481,4370,9072,11728,15235,22907,32565,55032,96351
32,696,696.000,938,5328,10753,14261,18419,25483,36641,78360,123652
33,769,769.000,1942,4877,8796,12945,15794,24817,36571,73785,120166
34,767,767.000,703,4595,9805,13164,16722,24880,36656,68833,107517
35,805,805.000,1857,4366,9370,12375,15704,23359,34369,63153,85267
36,868,868.000,1831,4234,9061,11453,15223,22032,30913,51110,71726
37,875,875.000,1707,4501,9263,11466,15383,21054,29702,48159,78073
38,884,884.000,1369,4335,8552,11283,14813,21448,30764,51474,65841
39,647,647.000,1820,5515,10780,15457,19066,29943,42081,96541,150024
40,672,672.000,1495,5323,10967,15042,19053,28082,40303,99589,131288
41,799,799.000,1190,4511,10285,12344,16073,23703,31247,52670,97073
42,782,782.000,2172,4927,9846,12841,16219,25348,33859,62632,84318
43,757,757.000,1688,4996,9890,13256,16972,24718,35099,71226,103663
