Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
44,822,822.000,1774,4709,9408,12109,16079,23533,30070,49749,88920
45,948,948.000,743,4013,8722,10470,14012,19045,27566,41749,69542
46,896,896.000,1904,3873,8535,11203,14686,22867,32503,51991,71739
47,985,985.000,1045,3848,8041,10219,13690,19425,25367,48109,67497
48,761,761.000,1499,4765,9119,13074,16463,27312,37799,71348,99162
49,746,746.000,1801,4909,9692,13475,16893,26411,42599,64293,107389
50,775,775.000,1974,4860,9875,12844,16218,24966,35259,66251,98976
51,760,760.000,1526,5202,10234,13095,15938,25854,38023,68425,90946
52,794,794.000,1549,4676,9400,12696,16483,24554,33010,70617,117986
53,805,805.000,1741,4496,9581,12304,16071,23830,32205,57633,85703
54,815,815.000,1743,4479,9534,12303,15592,23909,35270,59359,73853
55,860,860.000,1800,4417,8781,11685,15542,23595,35032,50989,73878
56,856,856.000,775,4085,8897,11653,15497,23559,32622,53279,80545
57,911,911.000,1568,3947,8844,10975,14242,20697,29615,49636,80927
58,889,889.000,797,4348,9092,11270,14838,21240,29147,47993,77462
59,961,961.000,1787,3780,7566,10170,13233,20208,28170,45500,79669
60,960,960.000,1860,3865,7955,10465,13929,20212,27622,49923,67917
61,948,948.000,1976,3780,8740,10545,13842,20894,28921,38512,53488
62,860,860.000,1927,4316,9128,11612,14868,22527,32084,54760,87868
63,844,844.000,853,4326,9167,11802,15405,22083,31654,53549,87947
64,828,828.000,848,4413,9329,12114,15354,23121,32687,67271,96993
65,820,820.000,1548,4692,9726,12237,15451,23337,32280,58020,88947
66,834,834.000,1323,4335,9170,11912,15234,23612,32136,64905,93918
67,800,800.000,1951,4766,9978,12516,15786,24063,33916,58277,90355
68,878,878.000,910,4245,8645,11433,14533,22150,31164,56432,72607
69,819,819.000,1463,4315,9282,12123,15419,23025,34909,55152,94178
70,831,831.000,1300,4382,9005,12121,15138,23849,36225,65420,88331
71,844,844.000,1690,4268,8917,11803,15050,22641,29680,59629,80809
72,844,844.000,1615,4397,9250,11942,14722,23661,31219,57872,109128
73,592,592.000,741,5994,13262,16779,21027,31689,40570,100189,169872
74,770,770.000,2122,4744,10460,13005,16807,26481,34175,58024,96404
75,760,760.000,655,4750,9970,13128,16310,25382,33755,75469,95088
76,815,815.000,1592,4616,9504,12292,15919,23382,31179,59341,86155
77,794,794.000,1523,4836,10497,12591,16118,22975,32614,67857,124249
78,724,724.000,1500,5159,10401,13926,17588,28387,39173,68093,90548
79,770,770.000,2108,4686,10135,12833,17114,25220,34646,55606,84540
80,713,713.000,2161,5371,10925,14179,18357,25286,36921,72296,135065
81,596,596.000,1794,5419,11392,16650,21118,40245,48328,83266,128097
82,541,541.000,1496,5439,12014,18735,24203,46225,58246,90987,116193
83,591,591.000,1976,4990,11018,16803,20851,42605,50814,84460,130683
84,581,581.000,1936,4757,10949,17014,20719,40247,55173,89093,129372
85,635,635.000,1192,4434,10075,15975,20918,38220,46659,82438,109796
86,607,607.000,1837,4733,9492,16325,19040,39246,53267,89494,127693
87,596,596.000,2040,4889,11392,16720,20674,39579,52486,76983,114581
88,689,689.000,1474,4958,10364,14649,17658,31866,45259,80746,98607
89,625,625.000,915,5048,9990,15810,18937,39724,53126,79805,103766
90,660,660.000,749,4856,10666,15298,19522,35527,47209,77502,95767
91,686,686.000,1717,4467,9321,14565,17858,36033,44957,72632,101255
92,699,699.000,1247,4226,10023,14377,16753,33132,46149,69760,110446
93,681,681.000,2025,4383,9160,14755,16941,37420,49533,77510,106583
94,617,617.000,1849,4554,10352,16014,19609,40010,53468,83565,125713
95,599,599.000,2251,5396,11261,16943,20279,39391,53667,92882,145718
96,607,607.000,1627,5504,11697,16295,19067,35073,49207,92589,121820
97,590,590.000,1194,5545,10966,16960,20095,42453,53466,86992,125920
98,666,666.000,1799,4953,9513,14899,17398,36792,50966,78997,117483
99,710,710.000,644,4416,10012,14152,16984,31474,45300,82173,121526
100,717,717.000,1910,4608,9417,13865,17258,30103,45476,59747,94684
101,581,581.000,2213,4947,11009,17537,20214,40799,61252,101849,126355
102,537,537.000,1743,6030,11836,18300,19991,41083,68954,105732,177586
103,651,651.000,1803,4851,10287,15537,18936,35309,50916,92182,109796
104,614,614.000,1431,5110,10156,16231,18840,38289,54724,89304,147631
105,630,630.000,2306,5121,11032,15797,19133,34916,47858,84914,122947
106,562,562.000,1834,5302,11162,17654,21303,41739,59537,90921,108592
107,533,533.000,1389,5780,12299,18850,21182,46591,63580,95810,110002
108,651,651.000,1916,4980,10830,15409,19202,30927,44943,94933,115396
109,521,521.000,1316,5923,12016,19022,21108,42063,64184,114427,151924
110,583,583.000,1644,5438,11695,17128,21392,39284,53039,90627,109850
111,625,625.000,2055,4734,11243,16104,18860,36769,55211,89631,118027
112,627,627.000,1775,5339,11418,15971,19258,35607,45998,84102,107170
113,630,630.000,644,5237,11712,16095,20266,33446,45667,91176,110297
114,583,583.000,2183,4949,11209,17145,19830,37456,55567,100541,113044
115,617,617.000,2076,4714,9653,16150,18896,37460,52198,91743,115450
116,645,645.000,2293,5005,10704,15472,19311,31996,48448,78972,105523
117,602,602.000,2041,4978,10226,16608,19578,32308,48502,107297,142317
118,455,455.000,2269,6291,13624,21707,26885,42856,61908,156817,183378
119,535,535.000,1981,6400,13933,18011,23084,33531,44162,115522,215908
120,547,547.000,1845,5392,12883,18387,22617,36868,55098,108261,137074
121,603,603.000,2145,5223,11617,16457,21562,33251,44162,87338,141954
122,670,670.000,1824,4790,10363,15123,19219,30760,43339,81918,154052
123,613,613.000,2108,4903,10970,16059,20381,34866,47448,90620,116479
124,685,685.000,1278,4525,10220,14555,18434,31309,42222,77552,125435
125,599,599.000,2196,4826,11482,16760,20717,36360,47133,105132,118451
126,618,618.000,2076,4963,10618,16111,18379,36315,54093,93151,129091
127,605,605.000,1895,5204,11326,16775,20134,33975,46980,102349,143699
128,594,594.000,980,5097,10635,16615,20007,36786,54579,102322,113795
129,644,644.000,2274,4911,10283,15530,19818,35857,44637,80370,114022
130,684,684.000,751,4621,10876,14614,17805,31321,44343,77491,88939
131,684,684.000,2004,4558,11214,14582,18079,29085,43454,69089,103735
132,700,700.000,2162,4737,10249,14309,17231,31150,43708,76052,123331
133,800,800.000,2229,4418,9602,12448,16340,22628,34504,64358,99988
134,688,688.000,1811,4586,10249,14726,18731,29590,44881,80828,105213
135,640,640.000,1995,4604,11290,15547,20825,33557,44970,84059,105695
136,614,614.000,1777,5140,10409,16267,20037,35315,49380,97682,164533
137,657,657.000,2271,4962,10291,15113,18774,28149,43500,92050,136781
138,673,673.000,1620,5009,10447,14956,19365,29807,40671,81628,121609
139,755,755.000,1232,4313,10210,13376,17587,27143,35000,74099,108464
140,732,732.000,1982,4627,10336,13680,17335,26117,36928,82392,103745
141,697,697.000,1386,5067,10476,14166,17000,26621,39447,92369,130183
142,666,666.000,1684,5229,11295,15127,19233,29691,42841,84367,104730
143,625,625.000,906,5307,11454,15996,18562,32074,45015,91889,116004
144,662,662.000,1727,5087,10351,15047,18944,30301,42088,84107,106049
145,569,569.000,1920,5573,11381,17899,20553,38761,63005,107970,131984
146,607,607.000,2582,5612,11747,16071,20281,32555,44637,78340,116957
147,689,689.000,2061,4682,10227,14661,16958,30113,45453,86144,146623
148,612,612.000,1381,5707,11804,16382,19951,32611,50069,94511,136439
149,609,609.000,2608,5408,10642,16114,18481,32642,47205,103628,119146
150,741,741.000,2270,4859,10393,13478,17440,25657,32428,72602,113439
151,782,782.000,1034,4609,9538,12841,16593,24231,33473,74340,90487
152,815,815.000,1752,4287,9617,12407,16329,22248,30999,72214,129464
153,844,844.000,2011,4247,8919,11772,15288,23440,30404,61127,97603
154,880,880.000,1332,4249,8904,11408,15305,21501,27562,55991,78729
155,870,870.000,2188,4116,8774,11389,15455,21961,27537,60933,101534
156,841,841.000,1705,4255,8684,11851,15518,22246,30167,61578,99369
157,920,920.000,1870,4310,8571,10898,14540,19350,27289,50239,96095
158,872,872.000,986,4354,9234,11446,15377,22291,28013,56446,72532
159,731,731.000,2162,5285,10304,13952,17633,26012,36559,86934,141089
160,664,664.000,1994,5349,10743,14867,18519,26527,35445,107047,117510
161,713,713.000,1659,4733,10321,14004,17835,26549,36654,84651,110990
162,746,746.000,1973,4912,9951,13381,17142,25193,31870,81231,120479
163,645,645.000,1819,5657,12005,15442,19246,26974,37501,87737,112806
164,627,627.000,2217,5681,11388,16072,19342,28208,44952,97749,145928
165,813,813.000,1453,4585,9595,12331,16267,22465,29518,62707,110866
166,734,734.000,1666,4938,10213,13465,17867,24904,32378,72340,100756
167,703,703.000,633,5263,10930,14317,17951,25667,34816,87088,132703
168,700,700.000,2087,4974,10530,14331,17506,27755,33667,92470,121388
169,748,748.000,2277,5095,10365,13393,17510,23479,32389,79983,160863
170,763,763.000,2006,4678,10222,13023,16494,24425,32341,75062,114030
171,736,736.000,1327,5133,10766,13774,18104,25404,31142,76925,106376
172,696,696.000,2183,5179,10715,14165,17929,26087,34077,88391,113922
173,641,641.000,2225,5437,11815,15622,19392,29283,40369,89921,136450
174,775,775.000,2063,4515,9142,12953,15660,24412,35603,89593,111704
175,913,913.000,1890,4123,8612,10790,13673,19175,25171,56524,89512
176,880,880.000,1752,3988,8832,11441,15200,22091,32244,54721,66310
177,724,724.000,2328,4753,10688,13797,18444,26089,34788,67430,137979
178,779,779.000,2187,4567,8920,12986,16763,23473,32348,80592,93461
179,654,654.000,931,5082,10322,14712,17306,26475,37147,101894,130017
