Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,382.200,14.715,4.822,10.450,13.320,16.918,21.396,26.240,43.092,59.964,0.068
5,357.200,15.581,3.536,10.892,13.975,17.867,22.870,28.831,50.178,96.908,0.064
10,397.800,14.481,4.510,10.427,13.234,16.383,20.266,24.365,48.935,98.643,0.069
15,363.600,14.923,4.848,10.698,13.470,16.981,21.170,25.901,48.285,82.054,0.067
20,410.200,13.875,4.798,10.346,12.908,16.108,19.750,22.482,36.915,52.702,0.072
25,377.400,14.557,4.926,10.766,13.520,17.168,21.183,24.528,31.903,65.907,0.069
30,347.400,15.311,5.109,11.134,14.518,18.338,22.340,24.737,31.963,112.616,0.065
35,367.000,15.076,4.542,10.885,14.106,17.621,21.925,25.193,37.870,82.887,0.066
40,350.400,15.531,5.555,11.443,14.724,18.686,22.445,25.561,34.821,51.960,0.064
45,390.800,13.984,3.976,10.173,13.093,16.585,20.101,22.735,34.558,71.348,0.072
50,363.200,14.712,4.633,10.769,13.941,17.323,21.080,24.498,31.111,67.011,0.068
55,394.400,13.698,4.342,10.081,13.017,16.265,19.903,22.038,31.685,66.670,0.073
60,402.800,13.728,4.543,10.281,12.990,16.235,19.727,21.843,27.687,78.634,0.073
65,374.400,14.402,4.844,10.766,13.591,17.003,20.524,23.475,32.136,66.141,0.069
70,354.600,15.303,5.430,11.277,14.130,18.078,22.852,26.551,35.290,64.650,0.065
75,351.600,15.427,5.323,11.237,14.454,18.425,22.463,25.237,34.142,68.093,0.065
80,273.200,20.869,3.444,12.800,17.048,24.715,38.844,46.760,63.157,89.766,0.048
85,281.600,20.302,4.429,12.066,16.556,23.320,36.317,45.264,74.377,127.693,0.049
90,298.600,19.645,4.726,11.854,15.755,22.359,35.981,46.163,70.889,125.713,0.051
95,292.000,19.621,5.044,12.150,16.049,21.913,32.764,43.181,75.618,145.718,0.051
100,273.000,20.604,5.350,12.683,17.063,22.952,33.973,48.150,77.430,104.353,0.049
105,261.200,20.698,5.579,13.185,17.678,23.860,33.859,43.351,72.656,114.427,0.048
110,284.000,19.882,5.212,12.862,17.068,22.700,32.199,40.606,64.306,99.832,0.050
115,257.800,20.696,5.759,13.706,18.413,24.805,33.557,41.651,58.362,87.593,0.048
120,270.600,20.083,5.619,13.566,18.042,23.506,30.556,38.362,65.315,91.246,0.050
125,267.000,19.374,5.204,13.024,17.192,22.458,30.476,39.208,56.895,105.835,0.052
130,332.400,17.380,4.402,12.061,15.697,20.088,26.744,33.275,49.684,105.213,0.058
135,290.200,18.385,5.585,12.869,16.834,21.674,27.564,34.236,49.588,85.211,0.054
140,309.600,17.529,5.512,12.385,16.040,20.534,25.964,31.517,45.864,93.325,0.057
145,280.400,19.230,5.733,12.982,16.796,21.848,29.675,37.333,67.481,118.709,0.052
150,364.200,15.404,5.285,11.354,14.656,18.414,22.313,25.117,32.480,48.645,0.065
155,371.800,14.980,5.489,11.184,14.251,17.877,21.663,24.004,31.886,47.946,0.067
160,309.000,16.974,5.318,12.627,15.947,20.260,24.587,27.595,35.668,73.046,0.059
165,337.400,16.157,5.532,11.995,15.670,19.384,23.068,25.603,34.333,52.864,0.062
170,321.800,16.202,5.814,11.991,15.239,19.176,23.645,26.162,33.222,81.691,0.062
175,349.200,15.050,4.216,11.336,14.351,17.905,21.955,24.397,29.011,48.775,0.066
